dmr,k502_2_in_w_4d,k502_4_in_w_4d,k608_6_in_w_4d,k520_in_w_23d,k528_in_w_23d,k529_in_w_23d,K589_in_w_3m,K592_in_w_3m,K600_in_w_3m,k427_in_w_1y,k430_in_w_1y,s288_in_w_1y,k608_1_in_m_4d,k502_3_in_m_4d,k502_5_in_m_4d,k518_in_m_23d,k519_in_m_23d,k526_in_m_23d,K588_in_m_3m,K590_in_m_3m,K591_in_m_3m,k428_in_m_1y,k429_in_m_1y,k431_in_m_1y,c.4d,c.23d,c.3m,c.1yr,m.4d,m.23d,m.3m,m.1yr
in_all_dmr_301,0.0635862956991046,0.0666470812354873,0.0644608236994911,0.0728318478060146,0.0749844173640489,0.0758301150793372,0.106114488687111,0.0989384356338464,0.0919360290282485,0.155076503153988,0.151614953448496,0.146156865214411,0.439659497912061,0.445256214875397,0.461454439974663,0.430107616978618,0.415070757806125,0.42728652152657,0.49575659759868,0.51528585296586,0.508376062252514,0.534609024269034,0.534689675164734,0.563327427014966,0.0648980668780277,0.0745487934164669,0.0989963177830686,0.150949440605632,0.448790050920707,0.424154965437104,0.506472837605685,0.544208708816245
in_all_dmr_302,0.19480443706831,0.183808352425851,0.1648713595796,0.202867368384817,0.200071207992572,0.197438428062197,0.230887659169477,0.220823174879666,0.188635737390495,0.280561548995106,0.286212403206736,0.268495370446202,0.613874739931602,0.642919580709363,0.637141819213914,0.633937858238643,0.646376976643402,0.65126315657625,0.652664472601014,0.694191959137023,0.66816451358845,0.761410594613499,0.740263895083704,0.764207428716385,0.181161383024587,0.200125668146529,0.213448857146546,0.278423107549348,0.631312046618293,0.643859330486098,0.671673648442162,0.755293972804529
in_all_dmr_303,0.270253303448655,0.233088114515487,0.243942816264369,0.26768552772217,0.265100752581141,0.266022534264039,0.339475401051252,0.341131934284777,0.330141974348747,0.429727339208546,0.437780138723351,0.425161099219735,0.568148469096787,0.606636158293969,0.603620020168096,0.593237471595347,0.573664961669751,0.608874240012445,0.642144008049736,0.654712542913739,0.649236024497669,0.701254227370359,0.706131638720492,0.7045692094196,0.249094744742837,0.266269604855783,0.336916436561592,0.430889525717211,0.592801549186284,0.591925557759181,0.648697525153715,0.70398502517015
in_all_dmr_304,0.137073905149273,0.145643687217094,0.121419412914277,0.140852642804655,0.175602614695551,0.173477872615881,0.25437706921413,0.240724528639259,0.247615141762279,0.367519317362915,0.357168240698255,0.35708245831959,0.533124917256553,0.558916261566238,0.58084076440768,0.56403170297168,0.538389209788819,0.568621910219145,0.646548283547534,0.670729352763435,0.655461140871343,0.723332423299637,0.726429276775058,0.742207170520198,0.134712335093548,0.163311043372029,0.247572246538556,0.360590005460253,0.557627314410157,0.557014274326548,0.657579592394104,0.730656290198298
in_all_dmr_305,0.0604712071902661,0.0688444496218649,0.0543748007885463,0.0772569987884984,0.0776941086837251,0.0851021436722689,0.12688071395149,0.123090799132764,0.121831397121496,0.237546537420841,0.228072113634375,0.208521775600819,0.287559216473747,0.320669256682795,0.337884664599319,0.359740026409376,0.374260474833744,0.384686568333976,0.479376039964682,0.493511189272185,0.460446504638673,0.644259263865892,0.637777822160464,0.64830279765652,0.0612301525335591,0.0800177503814975,0.123934303401917,0.224713475552012,0.31537104591862,0.372895689859032,0.477777911291847,0.643446627894292
in_all_dmr_306,0.174401696117123,0.163312717478608,0.171118444979291,0.164322199899872,0.158029199159797,0.185531341515665,0.256503738796924,0.259958737246281,0.206975141170916,0.2908208955657,0.284885150394447,0.268191297080362,0.666923771098447,0.70490805993449,0.69335903617305,0.675492094811544,0.644413278138811,0.672351306474874,0.703507371555609,0.72377719844678,0.701969607637908,0.682297067698151,0.682228996799757,0.70307319295706,0.169610952858341,0.169294246858445,0.241145872404707,0.281299114346836,0.688396955735329,0.66408555980841,0.709751392546766,0.689199752484989
in_all_dmr_307,0.0892482083249095,0.0908306739897109,0.0742110311998868,0.0894102066573702,0.0900464481630601,0.0992765128693428,0.120800612528682,0.111951221534061,0.112197521390735,0.136093453315784,0.119034514779184,0.123720194361015,0.5015147479583,0.536657925282622,0.567867818470207,0.580322695494456,0.57018315039268,0.601631068818564,0.654834580235946,0.68380891166996,0.660153038028363,0.739047243970282,0.730987137530787,0.747620728720636,0.0847633045048357,0.092911055896591,0.114983118484493,0.126282720818661,0.535346830570376,0.584045638235233,0.66626550997809,0.739218370073902
in_all_dmr_308,0.0695609709219782,0.0827026392862724,0.0762364180603872,0.104600737282006,0.108349593198547,0.102409469270763,0.163697611888325,0.164540908676044,0.144959214322676,0.216043365322517,0.226006795559081,0.207219431324134,0.49784882825613,0.509874418110316,0.535543423964063,0.558448269088912,0.529997678193873,0.561898785192984,0.687592832600684,0.679303132363552,0.6819560247494,0.786483255257568,0.792205703191279,0.772448013760362,0.0761666760895459,0.105119933250439,0.157732578295682,0.216423197401911,0.514422223443503,0.550114910825256,0.682950663237879,0.783712324069736
in_all_dmr_309,0.0906821555466527,0.0812374183535556,0.0735039676559721,0.109868224623522,0.103124154040638,0.109490913851253,0.141824435579466,0.151457082704597,0.13919346220321,0.199429176830394,0.212569607103671,0.195826205272442,0.417505750440174,0.420187012176422,0.463669152454942,0.534138030352473,0.50795143794062,0.545900379798035,0.675395392729693,0.686595759036938,0.672284871802116,0.790181395210895,0.802590176259107,0.791842799639012,0.0818078471853935,0.107494430838471,0.144158326829091,0.202608329735502,0.433787305023846,0.529329949363709,0.678092007856249,0.794871457036338
in_all_dmr_31,0.271839989371153,0.280208578355141,0.257723559384104,0.317602355294799,0.287488429383666,0.261013591638725,0.329325623489006,0.28755838700558,0.252095143691226,0.311975559821094,0.326903888879734,0.314681068444996,0.769407528799001,0.824249082172962,0.806600186234054,0.788777451449582,0.776268970467174,0.800709856950654,0.774863184265526,0.789464120348583,0.778455829786755,0.723304277831473,0.712051798061792,0.72843421181656,0.269924042370133,0.288701458772397,0.289659718061937,0.317853505715275,0.800085599068672,0.788585426289137,0.780927711466955,0.721263429236608
in_all_dmr_310,0.0496478127763955,0.0545134846503269,0.0503279531756882,0.0586985015510164,0.0598993333667601,0.0622168861534362,0.100892278510963,0.0949134047502446,0.0833704975657747,0.112672562101033,0.104864671413646,0.099969323233825,0.191012796410375,0.195469014910408,0.197348506515617,0.231119032586285,0.242089300766469,0.250910111359731,0.389975681263043,0.404277870534522,0.380890859460653,0.614561948981934,0.654035947909474,0.632701826584771,0.0514964168674702,0.0602715736904042,0.0930587269423274,0.105835518916168,0.194610105945467,0.241372814904162,0.391714803752739,0.63376657449206
in_all_dmr_311,0.10967677692488,0.117585258707836,0.105862302317173,0.0910353048903582,0.102215023006681,0.117331168290267,0.116974843881852,0.108186115434004,0.11434816272267,0.116619051843855,0.109787746391555,0.0971161679695978,0.421856516463395,0.436673082111425,0.432065487935752,0.461053372089516,0.409405946389612,0.451847790008819,0.513545853930632,0.528942750118291,0.507753997454442,0.590551186500932,0.590631508380941,0.618728545866124,0.111041445983296,0.103527165395769,0.113169707346175,0.107840988735003,0.430198362170191,0.440769036162649,0.516747533834455,0.599970413582666
in_all_dmr_312,0.5353169703322,0.605038927235865,0.357772965454595,0.596210262887133,0.558536890480423,0.584732157012822,0.52241974604776,0.475568440464174,0.501864340669456,0.402613577134203,0.272894782539633,0.485909516445913,0.740505948070454,0.717318123605183,0.696677354548664,0.733220912351608,0.68581416064411,0.716733872033433,0.774614122019748,0.776279556351044,0.787337151430306,0.758503544640338,0.755991577185723,0.771976114218257,0.49937628767422,0.579826436793459,0.499950842393797,0.387139292039916,0.718167142074767,0.711922981676384,0.779410276600366,0.762157078681439
in_all_dmr_313,0.619485913018294,0.593852938598031,0.59763892990031,0.593956634920908,0.578873681188815,0.598214259045941,0.619345654584872,0.632500362348721,0.627054625504362,0.641028356194318,0.615705409251787,0.637527156732407,0.777245306581632,0.799403073547225,0.794150619699384,0.780298735918669,0.755504726128532,0.772924541368013,0.79007302295076,0.808342325558206,0.792830581787211,0.793700983343345,0.794764832074381,0.811911816838372,0.603659260505545,0.590348191718555,0.626300214145985,0.631420307392837,0.79026633327608,0.769576001138405,0.797081976765392,0.800125877418699
in_all_dmr_314,0.577077238491847,0.545875706319236,0.587666242677043,0.559428430187905,0.557028789576938,0.576786403977221,0.594345883837257,0.59968302420515,0.599803303476716,0.63421104218691,0.615594832687874,0.634705471126481,0.785051663022217,0.832507395175418,0.824087248319518,0.810714144481911,0.832372043158692,0.826508780476068,0.83557050758528,0.845877687450357,0.833904174444927,0.859330750821607,0.851157251643849,0.861700227977231,0.570206395829375,0.564414541247355,0.597944070506374,0.628170448667088,0.813882102172384,0.823198322705557,0.838450789826855,0.857396076814229
in_all_dmr_315,0.506430769625479,0.501995873527404,0.507239676562054,0.516575721866436,0.491014793383853,0.543347925313167,0.555846356532036,0.541931400912028,0.534834889480714,0.562384367230496,0.619271701958696,0.615903658173932,0.743961968171687,0.765448672023536,0.760046918405603,0.819280930456343,0.791116508228246,0.819879742782149,0.808390734185694,0.835972223048995,0.813001248668141,0.877612453848887,0.908982134922174,0.883728587813891,0.505222106571646,0.516979480187819,0.544204215641593,0.599186575787708,0.756485852866942,0.810092393822246,0.81912140196761,0.890107725528317
in_all_dmr_316,0.612155697118961,0.590333258899177,0.60276528628761,0.587731128315365,0.606630832792275,0.614220124199882,0.66517808005983,0.66994512589754,0.65873908821972,0.681147150344826,0.666325688493379,0.676717407924155,0.867663524677126,0.88628560076188,0.889650236936834,0.877582765880657,0.862549180346277,0.88109468056003,0.889075368454129,0.889730666711148,0.891399995122437,0.879685307267407,0.862036401968127,0.901622487808958,0.601751414101916,0.602860695102507,0.664620764725697,0.67473008225412,0.881199787458613,0.873742208928988,0.890068676762571,0.881114732348164
in_all_dmr_317,0.467461178450051,0.479350761237309,0.495712011967374,0.498788492155148,0.493932635109455,0.500171878125546,0.557090538579136,0.546256585294302,0.549507416442876,0.566312488727032,0.565675098567968,0.580630485761379,0.733701330764817,0.746711512941993,0.768436771872442,0.779443297605636,0.776873751929005,0.782348405044072,0.776259801481348,0.820382658747953,0.791414676292512,0.86227552147416,0.866404958957564,0.886335525808802,0.480841317218245,0.497631001796716,0.550951513438771,0.570872691018793,0.749616538526417,0.779555151526238,0.796019045507271,0.871672002080175
in_all_dmr_318,0.591172376890218,0.588200773414421,0.583691192362191,0.589806068448715,0.581095426508606,0.61620111513881,0.647698105094803,0.642103836902335,0.63492464464103,0.667504854704412,0.694406388907357,0.694500570699121,0.869871067670992,0.898400584429338,0.880608076965402,0.870150591151281,0.879286731891876,0.884864938214938,0.902005447528841,0.908953089180171,0.908859142442057,0.913153587602325,0.908723558676092,0.909331580094817,0.587688114222277,0.595700870032044,0.641575528879389,0.685470604770297,0.882959909688577,0.878100753752698,0.906605893050356,0.910402908791078
in_all_dmr_319,0.491060194446655,0.482105767795414,0.506044355188,0.486212492851914,0.48986962796576,0.500842877156088,0.562171547100085,0.579660416597835,0.539477406244298,0.588055179265012,0.587216591386981,0.603029574255968,0.742942055041486,0.784055557287495,0.763183463819484,0.771836541624287,0.769884610364209,0.78169441504309,0.810441459471951,0.814993451525345,0.796520199370634,0.858630032746888,0.824860984740318,0.858634944659193,0.493070105810023,0.492308332657921,0.560436456647406,0.59276711496932,0.763393692049488,0.774471855677195,0.807318370122643,0.847375320715466
in_all_dmr_32,0.258880989979383,0.240658105416259,0.226628740868761,0.22971516521865,0.259294217369781,0.251008444689584,0.279065192171901,0.290559980652282,0.279171007424642,0.325494893483112,0.320392332049742,0.315039557295098,0.523898966029369,0.567342888625894,0.548712323659621,0.56940458333816,0.539037393937891,0.561365132377101,0.633776188062981,0.643691175514798,0.631439642218479,0.722932977391704,0.727864320050805,0.74014051651655,0.242055945421468,0.246672609092672,0.282932060082942,0.320308927609317,0.546651392771628,0.556602369884384,0.636302335265419,0.73031260465302
in_all_dmr_320,0.559344722670436,0.52252105603775,0.54374041919339,0.504814958901419,0.519853222699548,0.531284795722117,0.579402108772302,0.602913734571102,0.565521983272949,0.583014728196206,0.573609871969811,0.577472350708921,0.699890314435992,0.706812693139347,0.712014913775954,0.693706422686662,0.64618262068418,0.691738641502558,0.743248100353065,0.752239491824759,0.740947137590217,0.79174649705621,0.772591613807076,0.806846858501769,0.541868732633859,0.518650992441028,0.582612608872118,0.578032316958313,0.706239307117098,0.677209228291133,0.745478243256014,0.790394989788352
in_all_dmr_321,0.560967229043178,0.552663622131808,0.555701230830474,0.529270367094734,0.537367844085658,0.567781805323474,0.607769243486451,0.622158581746629,0.610460365274296,0.621833209475773,0.639868702624133,0.628965980095893,0.865351547451805,0.891393135871269,0.893705969537056,0.861730615617844,0.866044709707814,0.876771310092246,0.886980335580794,0.895390067702951,0.895246592827906,0.882843903921508,0.881046709837354,0.889841972487365,0.556444027335153,0.544806672167955,0.613462730169125,0.630222630731933,0.883483550953377,0.868182211805968,0.892538998703884,0.884577528748742
in_all_dmr_322,0.262065392499908,0.247284230214624,0.279912592797909,0.229983584924805,0.266713405320082,0.263335266260774,0.31626872463117,0.320449799438391,0.307641101235474,0.36939767692733,0.352808966167955,0.342732035324279,0.462275096303442,0.457433596610586,0.476564527058762,0.473502870732687,0.460542885109376,0.472259688848512,0.567715367226791,0.574806024431105,0.556774377880253,0.64754353019473,0.673679031802318,0.672288225399312,0.263087405170814,0.253344085501887,0.314786541768345,0.354979559473188,0.465424406657597,0.468768481563525,0.566431923179383,0.664503595798787
in_all_dmr_323,0.514165649044603,0.475614977249128,0.482513428903186,0.467689568823889,0.469280220961301,0.477376376163363,0.531181731720312,0.532671618029197,0.509021326808417,0.507286573332923,0.499473979281733,0.517190113743317,0.776566961138873,0.819897899117854,0.812282729013988,0.773281621038417,0.790784121129976,0.779471034194772,0.80073229452277,0.804677265935538,0.799428656711434,0.813421962048381,0.823521832060096,0.832026804254336,0.490764685065639,0.471448721982851,0.524291558852642,0.507983555452658,0.802915863090238,0.781178925454388,0.801612739056581,0.822990199454271
in_all_dmr_324,0.348693226688966,0.355773794234047,0.353371438818147,0.357850766848835,0.360081767508183,0.39164604611486,0.383845551718237,0.382168382745434,0.396708422190702,0.393114685873032,0.39696626884095,0.41734236961316,0.64911331979122,0.687883336408843,0.669077781163929,0.654877856046845,0.647202247435493,0.683901569793179,0.707308535959576,0.71824146704071,0.702444227360401,0.749155549565312,0.747345265262483,0.737268205775457,0.35261281991372,0.369859526823959,0.387574118884791,0.402474441442381,0.668691479121331,0.661993891091839,0.709331410120229,0.744589673534417
in_all_dmr_325,0.230724684263275,0.232461093302199,0.21610530990752,0.216997586176792,0.259463452445426,0.246878084606155,0.267836772120414,0.254315481424381,0.282609539829007,0.339520075086686,0.346174739257701,0.331479345623971,0.618363756038699,0.663591117393669,0.673303356976358,0.637557348969655,0.638904822033921,0.662146368439717,0.669992600555516,0.707219615342709,0.692334660853013,0.743242859250626,0.701751141807556,0.74895806205427,0.226430362490998,0.241113041076124,0.268253931124601,0.339058053322786,0.651752743469575,0.646202846481098,0.689848958917079,0.731317354370817
in_all_dmr_326,0.147006282989828,0.144604271688633,0.132023450991696,0.141718008366137,0.149933856011961,0.137305381272267,0.171645119401787,0.170710995563476,0.150383906632481,0.179932607828332,0.18078394115327,0.184807671132033,0.294250011216073,0.308207147475486,0.304748891593116,0.349809288864385,0.347861071461804,0.362505594212608,0.448740810348025,0.456021449928129,0.456602496250321,0.59907283340085,0.617161939389928,0.599206836063046,0.141211335223386,0.142985748550122,0.164246673865915,0.181841406704545,0.302402016761558,0.353391984846266,0.453788252175492,0.605147202951275
in_all_dmr_327,0.0399368876854418,0.0605031979269326,0.0400820025461492,0.0678833350243679,0.049289593463241,0.0616446428095758,0.0810362091233179,0.0504100089752423,0.0612372248457093,0.0747012848456935,0.0753438012305006,0.07192272619483,0.271658299067269,0.299121977454627,0.260299710692713,0.292481475742334,0.268177168024468,0.295802602263902,0.399074869373413,0.418275244394243,0.396804238778421,0.488605361660801,0.477298172416244,0.501436114619466,0.0468406960528412,0.0596058570990616,0.0642278143147565,0.073989270757008,0.27702666240487,0.285487082010235,0.404718117515359,0.48911321623217
in_all_dmr_328,0.104675660103062,0.108034073765667,0.11709722591012,0.153689789999495,0.146939816713657,0.164985755357471,0.201230474230152,0.205182759246089,0.200279402529887,0.272285627742841,0.267084754238896,0.271697274358889,0.534049721403806,0.562940219759033,0.557099236316044,0.609769598924644,0.606854511908373,0.615699649212956,0.680066651395037,0.689818614754583,0.690249727488532,0.762625572827167,0.767076420488541,0.772442704075437,0.109935653259616,0.155205120690208,0.202230878668709,0.270355885446875,0.551363059159628,0.610774586681991,0.686711664546051,0.767381565797048
in_all_dmr_329,0.0406355185937989,0.0451982408399547,0.0325347835422728,0.045619027650047,0.0448829494602785,0.0439619222832592,0.0528913923794614,0.057011490148562,0.0480459588259647,0.0564848952833018,0.0561574192778157,0.0478749150577615,0.224311805062424,0.248641472863776,0.266091538861249,0.292856827541639,0.273918412910844,0.282372694039708,0.382791579497088,0.400000860427267,0.38118513856026,0.543794482387671,0.515974430434836,0.531019249265631,0.0394561809920088,0.0448212997978616,0.0526496137846627,0.053505743206293,0.246348272262483,0.283049311497397,0.387992526161538,0.530262720696046
in_all_dmr_33,0.0432260396700803,0.0418018005736964,0.0392280354268725,0.0704917754921679,0.0770537553426559,0.0681152922539437,0.109754679789281,0.129629624462299,0.11526496200421,0.225593662282293,0.237841354454322,0.207453705590981,0.227279389094643,0.242630844312405,0.242736667516893,0.254308752499218,0.277560468338554,0.269078781894995,0.404535339336305,0.433283111417715,0.398093166925062,0.641930770155472,0.651091808936195,0.667321518234123,0.0414186252235497,0.0718869410295892,0.118216422085263,0.223629574109199,0.237548966974647,0.266982667577589,0.411970539226361,0.65344803244193
in_all_dmr_330,0.0848623771447308,0.081480814313506,0.0713782190153621,0.105765708040173,0.0939861384236551,0.102181691289895,0.134206432228757,0.10350511893974,0.108347447581532,0.121856928449911,0.117856619540918,0.0960818511730428,0.241744694974132,0.270633707564873,0.265946452816003,0.284533762065048,0.273385776859397,0.295548877429724,0.404628222054422,0.41173623887122,0.41684396439575,0.518486165046427,0.503401318175316,0.53416103767741,0.0792404701578663,0.100644512584574,0.115352999583343,0.111931799721291,0.259441618451669,0.284489472118056,0.411069475107131,0.518682840299718
in_all_dmr_331,0.0503505890887121,0.0344319664563905,0.0335325716754786,0.0454671737394573,0.049043515645931,0.0445270774770456,0.0620089711657242,0.0684918323172206,0.0612829650271143,0.0637954125095606,0.0648817867085447,0.0656200774717486,0.231152611496109,0.25958400280505,0.251301751782391,0.279099493374443,0.276939535381545,0.291639262979622,0.375237631225159,0.392969831767292,0.376231734247484,0.499435773770874,0.487810202439293,0.513366961956448,0.0394383757401937,0.046345922287478,0.0639279228366864,0.064765758896618,0.24734612202785,0.282559430578537,0.381479732413312,0.500204312722205
in_all_dmr_332,0.13176570573075,0.127319615286835,0.120828884667532,0.160596552003863,0.178541046939904,0.173760559022044,0.236556632277524,0.242798578931362,0.235378522739704,0.299678103211723,0.260354344840981,0.23903630358728,0.639470467395922,0.66485395822757,0.667272588518152,0.626489733344945,0.608802482570131,0.628459994798978,0.662669533669965,0.658977432265537,0.66093316261686,0.624525699725107,0.641998764733353,0.645979334978198,0.126638068561706,0.17096605265527,0.238244577982863,0.266356250546661,0.657199004713881,0.621250736904685,0.660860042850787,0.637501266478886
in_all_dmr_333,0.0658216677119138,0.0778958301918588,0.0694210840419146,0.0725860780454756,0.0753153040349283,0.0744297187693924,0.0883961611220483,0.0985873811754868,0.102748343350746,0.0891930444591812,0.0980085310915267,0.0944490311717238,0.392296433201925,0.401966259534606,0.398676878041214,0.383000652867487,0.356003233812068,0.40037059010847,0.432741026857475,0.426721775180194,0.410956334926631,0.383578671676708,0.393063072639743,0.421772118945675,0.0710461939818957,0.0741103669499321,0.0965772952160937,0.0938835355741439,0.397646523592582,0.379791492262675,0.423473045654767,0.399471287754042
in_all_dmr_334,0.0346319169158058,0.0421226789334842,0.0381639867463218,0.0412312351929863,0.0380183993293396,0.0358768625575613,0.036362404117587,0.0356482614467424,0.0346416462269329,0.0516823301986631,0.0457660165440746,0.0485609646727239,0.189240891598532,0.256101871510508,0.204185257880796,0.155611597526997,0.191958095388287,0.168815036623066,0.198984100936497,0.222247332116334,0.194410510419173,0.358243641423002,0.368961777528066,0.351189078646198,0.0383061941985373,0.0383754990266291,0.0355507705970874,0.0486697704718205,0.216509340329945,0.17212824317945,0.205213981157335,0.359464832532422
in_all_dmr_335,0.186394584985461,0.165230744720906,0.137931742779198,0.179179179803405,0.216912639733784,0.165097388310022,0.256187063936071,0.271786807871667,0.269109761625939,0.35570588853466,0.362222680169568,0.330129503619376,0.517738576561513,0.524589368892932,0.553544925481232,0.603753963308552,0.564113773047701,0.609801124120988,0.729116647790494,0.731981481211283,0.709724494466171,0.810546001782773,0.827036909080309,0.803332968259566,0.163185690828522,0.187063069282404,0.265694544477892,0.349352690774535,0.531957623645226,0.592556286825747,0.723607541155983,0.813638626374216
in_all_dmr_336,0.270210462937491,0.270920425789264,0.371253294441965,0.258645530289155,0.286225708356656,0.279886434447964,0.407924109973995,0.410430529254969,0.39668508783416,0.426883761652538,0.439856398884041,0.374378830675723,0.699767299667468,0.683150371771624,0.701308719490066,0.72710939711639,0.704618969674681,0.720456003457784,0.77898835361365,0.78851119135811,0.786182382260446,0.827484723200232,0.828326428089396,0.819846754001697,0.30412806105624,0.274919224364592,0.405013242354375,0.413706330404101,0.694742130309719,0.717394790082952,0.784560642410735,0.825219301763775
in_all_dmr_337,0.146550898637528,0.153170561855315,0.203709087493998,0.141736111590819,0.139586563522356,0.138585506753396,0.217385144449004,0.231087227703273,0.209784891035248,0.239197216246503,0.238108650948387,0.209062546438603,0.418034307414634,0.420582773111234,0.428907753424873,0.446250502451398,0.441320866192525,0.46367678014156,0.506009512844791,0.5139145509286,0.514680007346277,0.692267722604163,0.692555488845415,0.706778732551271,0.16781018266228,0.139969393955524,0.219419087729175,0.228789471211164,0.42250827798358,0.450416049595161,0.511534690373223,0.697200648000283
in_all_dmr_338,0.084197887634797,0.0791255920268771,0.0812673541041702,0.0863857194480699,0.0894234577299252,0.100052485337173,0.163208763202947,0.169688994589198,0.168541573367673,0.236233187587047,0.230086154046357,0.219571661445333,0.210293077255478,0.218071536056729,0.215291907563504,0.268087941182037,0.244753731835372,0.273919797519932,0.388332619091555,0.403616116498461,0.406011594196265,0.54230430836766,0.560081324332393,0.562040538752009,0.0815302779219481,0.091953887505056,0.167146443719939,0.228630334359579,0.214552173625237,0.262253823512447,0.39932010992876,0.554808723817354
in_all_dmr_339,0.151367009339501,0.153360030559061,0.141146126447079,0.154609186670815,0.162095780104199,0.165035446037461,0.20386035226208,0.213904570507332,0.21310298632701,0.262761589840754,0.254523581815611,0.247388898377044,0.458303127202611,0.506481271427985,0.487485698026387,0.548918972514948,0.532230818827582,0.562088108168109,0.637577241967229,0.648657652812767,0.642065285491226,0.75675540418922,0.754608596976334,0.758559627583732,0.14862438878188,0.160580137604158,0.210289303032141,0.254891356677803,0.484090032218994,0.547745966503546,0.642766726757074,0.756641209583095
in_all_dmr_34,0.0514556013912042,0.0564798219065805,0.0407606532960173,0.0621486527002196,0.0766797042905571,0.0819933853670065,0.15449328692183,0.147294789047728,0.135387171242997,0.336616830369773,0.361325182619693,0.309411464117412,0.413397250110217,0.445861973984269,0.453970677649982,0.513512098235971,0.483109335456233,0.542291796587928,0.6328162003214,0.648215441016536,0.651035440562542,0.816124175947865,0.816137745180011,0.820976057543906,0.0495653588646007,0.0736072474525944,0.145725082404185,0.335784492368959,0.437743300581489,0.512971076760044,0.644022360633493,0.817745992890594
in_all_dmr_340,0.0462748893008458,0.0415938117517399,0.0390059263307142,0.0688274988088501,0.0752642543872603,0.0698704112178316,0.0696368848382802,0.0717597284756629,0.0768311723909365,0.0910339331572251,0.119102472271612,0.110487414341666,0.207025974835067,0.295800016811881,0.279451707725782,0.315542382587019,0.288604279910962,0.317078978837376,0.34502476793229,0.389843169155388,0.366237730779637,0.542732919063575,0.532762698409778,0.543233651203268,0.0422915424611,0.071320721471314,0.0727425952349599,0.106874606590168,0.260759233124243,0.307075213778452,0.367035222622438,0.539576422892207
in_all_dmr_341,0.0396487088345234,0.0407839549346644,0.0396754836204923,0.0627973996732434,0.0666519840866752,0.0624500296256051,0.12461727503001,0.121007151258262,0.126248884285548,0.306746289800171,0.30469379857037,0.272374167664677,0.457869773405781,0.494364091181746,0.509924020364359,0.576258337527998,0.549494281486857,0.589294137973544,0.626416632459577,0.647317709531882,0.636624808754108,0.741168579595173,0.724699946286425,0.751989856834761,0.0400360491298934,0.0639664711285079,0.123957770191273,0.294604752011739,0.487385961650629,0.571682252329466,0.636786383581856,0.73928612757212
in_all_dmr_342,0.0441220683623264,0.0492033170336817,0.038012434130113,0.0783856233289979,0.0737906850255317,0.0840002930649425,0.111942451601058,0.115159162103307,0.111101123178603,0.209381183694975,0.216645167029566,0.195192450908069,0.365468075570297,0.403698309955413,0.400530322148986,0.441924335905791,0.425030273176016,0.462737292480006,0.507240273782906,0.522126222495635,0.504016608847205,0.710126907312884,0.699650891866196,0.70291989521573,0.0437792731753737,0.0787255338064907,0.112734245627656,0.207072933877537,0.389898902558232,0.443230633853938,0.511127701708582,0.70423256479827
in_all_dmr_343,0.0241286388318886,0.0221408247115442,0.020591460638148,0.0284558520666408,0.0234207787606949,0.026889582988608,0.0308665958784516,0.0440557393443359,0.0252445713705364,0.046130082034313,0.0487314996295232,0.0463468665330108,0.252740664573699,0.305744057145159,0.270714831054063,0.298015180678481,0.295165190245012,0.307644731845545,0.33057651385013,0.347162739289103,0.334161686389153,0.488156591420093,0.4733216280656,0.50215815112263,0.0222869747271936,0.0262554046053146,0.0333889688644413,0.0470694827322823,0.276399850924307,0.300275034256346,0.337300313176129,0.487878790202774
in_all_dmr_344,0.115878643930756,0.110078619079996,0.0790221739604479,0.0957423558352296,0.0982393843524415,0.0901452329726359,0.141386566914056,0.143247589881383,0.132537385641929,0.162381692897345,0.146546155918875,0.139463627331636,0.471526181513887,0.50459166113375,0.487636863791653,0.481133650572327,0.458012992042184,0.485410165153717,0.540556374849035,0.547308135342999,0.55628304154745,0.570633765490752,0.571741194954625,0.591919937539222,0.101659812323733,0.0947089910534357,0.139057180812456,0.149463825382619,0.487918235479763,0.474852269256076,0.548049183913161,0.5780982993282
in_all_dmr_345,0.144337357445897,0.147664713763255,0.159781125026477,0.136702284222725,0.176915624923436,0.16405293643071,0.181260245702213,0.190980510559139,0.180701104276804,0.184765013775608,0.206818018556761,0.179228154145655,0.409347107107493,0.431138928232975,0.409425948653863,0.425561221425069,0.416778556897123,0.421973808312755,0.534411315583622,0.549714058866784,0.544203153178228,0.576072371369694,0.578526945888836,0.603582071943903,0.15059439874521,0.15922361519229,0.184313953512719,0.190270395492675,0.41663732799811,0.421437862211649,0.542776175876211,0.586060463067478
in_all_dmr_346,0.14167054791205,0.116748825836791,0.141609396393925,0.180786226885544,0.0979467684798942,0.0815237474869616,0.179225813363265,0.128864850990905,0.208701774513298,0.226893737443396,0.159845334481408,0.156339457664477,0.4316422551365,0.456440776765626,0.447163994450966,0.448780722874766,0.421889899564208,0.431294951505722,0.532457160592853,0.554186242344961,0.539441705871099,0.570397985560308,0.565428027727911,0.575940805028999,0.133342923380922,0.1200855809508,0.172264146289156,0.18102617652976,0.445082342117697,0.433988524648232,0.542028369602971,0.570588939439073
