"","x"
"119",0.339401148282149
"120",0.187279008126972
"121",0.211951968023427
"122",0.116783835684508
"123",0.675512337175188
"124",0.231089640705292
"125",0.103519044486174
"126",0.059174771471639
"127",0.222080059948948
"128",0.124451622556518
"129",0.211555004076985
"130",0.379715496579835
"131",0.510962029545298
"132",0.335513477114694
"133",0.122731273127446
"134",0.236984595881478
"135",0.136395549876517
"136",0.268888502375776
"137",0.105655139360265
"138",0.0506546615413378
"139",0.106870039710039
"140",0.167508439509248
"141",0.200970295639626
"142",0.181540714944529
"143",0.131128121250269
"144",0.154421489880585
"145",0.0714856175893706
"146",0.206003073999411
"147",0.159148067211173
"148",0.0765761987505572
"149",0.0903101490854753
"150",0.144184730304841
"151",0.213666679180672
"152",0.482391822410958
"153",0.0573798346871192
"154",0.152512135590435
"155",0.580687651879336
"156",0.315249591074427
"157",0.181160509126613
"158",0.162937138602437
"159",0.140876487453551
"160",0.208842653477621
"161",0.236600877327606
"162",0.197618750694222
"163",0.0856617615284351
"164",0.211179131782225
"165",0.238737390804706
"166",0.12035262004058
"167",0.100030571190357
"168",0.239285556701948
"169",0.236525069730603
"170",0.14077725878031
"171",0.145826901386079
"172",0.159100762859234
"173",0.182091196323322
"174",0.176455690810206
"175",0.0789113013430815
"176",0.370712708044798
"177",0.210216464070388
"178",0.202111965103118
"179",0.263420881547926
"180",0.339498386944716
"181",0.0674823695337612
"182",0.250165678177684
"183",0.143042782989771
"184",0.0962345048975224
"185",0.105684971595895
"186",0.0340429008067661
"187",0.276315854546416
"188",0.660498920274672
"189",0.165682067561864
"190",0.137821931414886
"191",0.0510311908424024
"192",0.171743894044308
"193",0.138095398294392
"194",0.340335473168997
"195",0.0940946244902589
"196",0.242097918086253
"197",0.190791661805836
"198",0.0312859589896734
"199",0.153681106136402
"200",0.241323657761562
"201",0.12226382180909
"202",0.234075003347919
"203",0.104326161328737
"204",0.196215845417336
"205",0.128544159670605
"206",0.0813963195026525
"207",0.181772877497882
"208",0.16331823327356
"209",0.115070415669951
"210",0.0471101841998873
"211",0.0804511103444186
"212",0.202211524600057
"213",0.164400830692352
"214",0.147719468209339
"215",0.138561865676843
"216",0.10231684692601
"217",0.0874870202188167
"218",0.108623111597658
"219",0.126265261081446
"220",0.368954318453914
"221",0.112650113217533
"222",0.0917131874763196
"223",0.139293819945966
"224",0.102511801380375
"225",0.108007462879687
"226",0.202920379392696
"227",0.227345355568887
"228",0.215346068772796
"229",0.327989564584836
"230",0.315266128010248
"231",0.290614094109447
"232",0.122440261457995
"233",0.0920028786844858
"234",0.33759251566378
"235",0.0687963026504488
"236",0.100498038130372
"237",0.204068080862843
"238",0.170742831572773
"239",0.110116981698867
"240",0.304205767802759
"241",0.158209582098634
"242",0.151709455055043
"243",0.224198245990945
"244",0.532639147110391
"245",0.631768493345482
"246",0.613518155201255
"247",0.156197543548016
"248",0.494842305409117
"249",0.440268341070668
"250",0.282985481130344
"251",0.155811736562602
"252",0.0438687980756758
"253",0.0827869692179461
"254",0.196091011783252
"255",0.122361050635371
"256",0.127763323170062
"257",0.140640186725096
