dmr,k502_2_li_w_4d,k502_4_li_w_4d,WT4DF_li_w_4d,k520_li_w_23d,k528_li_w_23d,k529_li_w_23d,k534_li_w_3m,k535_li_w_3m,k536_li_w_3m,k427_li_w_1y,k430_li_w_1y,s288_ki_w_1y,k502_1_li_m_4d,k502_3_li_m_4d,k502_5_li_m_4d,k518_li_m_23d,k519_li_m_23d,k526_li_m_23d,k541_li_m_3m,k542_li_m_3m,k543_li_m_3m,k428_li_m_1y,k429_li_m_1y,k431_li_m_1y,c.4d,c.23d,c.3m,c.1yr,m.4d,m.23d,m.3m,m.1yr
li_all_dmr_14,0.0326603011027593,0.0827743102072547,0.0263630120179433,0.0640746668787719,0.0768581378059136,0.0689249050279371,0.0928279902281676,0.113505359864109,0.0963961494281807,0.117802988789591,0.129679124929997,0.0988198965208731,0.331010501932487,0.329990422751563,0.282076735395249,0.43630744627128,0.464236761102753,0.481267835784391,0.540270456730129,0.566726170898762,0.552082486445163,0.543909388667132,0.537870433049689,0.554809682469785,0.0472658744426524,0.0699525699042075,0.100909833173486,0.115434003413487,0.314359220026433,0.460604014386141,0.553026371358018,0.545529834728869
li_all_dmr_140,0.0712943529553031,0.0935692934751934,0.0692516352811426,0.0555991470013548,0.0713915568413491,0.0628759023993819,0.0676616727378956,0.0665852356124521,0.0706036738581171,0.066859073961365,0.0733358801494265,0.0839641196584409,0.323795629688441,0.302886863888515,0.296002595567363,0.310104104673943,0.343414810249173,0.330631227682407,0.370120960189695,0.397246653808419,0.39603592100854,0.477984178498225,0.525380180022462,0.48345751101161,0.078038427237213,0.0632888687473619,0.0682835274028216,0.0747196912564108,0.30756169638144,0.328050047535174,0.387801178335551,0.495607289844099
li_all_dmr_141,0.245146382288229,0.233401873730712,0.222360488213323,0.233398256771924,0.239137153471896,0.24477050518667,0.296892058089525,0.27642231568865,0.298719436001671,0.286501573506525,0.311432064139518,0.273570906434891,0.629274272402967,0.615369789697904,0.616170934956211,0.624745381277689,0.658145046453642,0.644873025002849,0.686700554500123,0.711102218260014,0.681849823390535,0.678343625810473,0.708488299126944,0.688123593971978,0.233636248077421,0.239101971810163,0.290677936593282,0.290501514693645,0.620271665685694,0.64258781757806,0.693217532050224,0.691651839636465
li_all_dmr_142,0.131276305513696,0.165651746470217,0.128780348028597,0.187238239932845,0.190298093956185,0.141337236141568,0.21766395234533,0.202125465239395,0.208283763756708,0.221388387556939,0.22441798854989,0.214504894468264,0.628041916402288,0.614817827359534,0.574781352298152,0.654389063345723,0.673661092983142,0.686032770340893,0.715880197231572,0.739020276783404,0.749153882611878,0.717087902989725,0.714389626461692,0.730901789388761,0.14190280000417,0.172957856676866,0.209357727113811,0.220103756858364,0.605880365353325,0.671360975556586,0.734684785542285,0.720793106280059
li_all_dmr_143,0.134888380782359,0.155982859139695,0.135947685802819,0.187112241233643,0.195310270038358,0.174735358472036,0.241959982542588,0.228522607591117,0.221074345276038,0.210186726907948,0.228343285812384,0.20926076884755,0.412847061475104,0.426915180895,0.381663670698025,0.447647077732608,0.487950451603345,0.483621726124859,0.52742129875968,0.541792172686244,0.54155307281138,0.489880795678687,0.510156683292974,0.515710757061435,0.142272975241624,0.185719289914679,0.230518978469914,0.215930260522627,0.40714197102271,0.473073085153604,0.536922181419101,0.505249412011032
li_all_dmr_144,0.163898758519006,0.138376045449723,0.152134238782329,0.168616181347241,0.165000370151867,0.143609244329362,0.175848176553118,0.178122642274081,0.217527515640876,0.199357254763717,0.188625303158041,0.153132240526481,0.471520756708426,0.430585257767321,0.454302948805923,0.437445548112871,0.47081862001133,0.471659781919288,0.501608483354358,0.524413798338575,0.517682641606924,0.508894697318089,0.527104222433657,0.522344784050298,0.151469680917019,0.159075265276157,0.190499444822692,0.180371599482746,0.45213632109389,0.459974650014496,0.514568307766619,0.519447901267348
li_all_dmr_145,0.162723683597098,0.166865777582184,0.18279277009435,0.175871975515587,0.149888805081222,0.156136903815939,0.192972993456887,0.199482873620705,0.195983980023142,0.190906495167992,0.192458579298564,0.166415219771383,0.52057321893234,0.452584378731644,0.514517035240643,0.477187483365097,0.509029227883139,0.479441795600642,0.510219872505462,0.569611729285751,0.512344648030082,0.516684773073792,0.504488722637297,0.519893019641047,0.170794077091211,0.160632561470916,0.196146615700245,0.183260098079313,0.495891544301542,0.488552835616293,0.530725416607098,0.513688838450712
li_all_dmr_146,0.30560335642628,0.359271238735442,0.294329168043323,0.337459451174015,0.309276397273065,0.320120884427692,0.326205699011235,0.345892304763784,0.376756086256788,0.338708023090892,0.325963255297123,0.367576066296263,0.561476928570856,0.593784557519341,0.55247857322469,0.615794842471307,0.630138087029556,0.631342238223399,0.646133184012271,0.664850295200962,0.656279482020341,0.662375070059486,0.666221069814032,0.642734850416738,0.319734587735015,0.322285577624924,0.349618030010602,0.344082448228093,0.569246686438296,0.625758389241421,0.655754320411191,0.657110330096752
li_all_dmr_147,0.20540806309293,0.210170716802892,0.199015568356575,0.235143036646323,0.223972673419179,0.215619472153139,0.307859161909526,0.287550046580245,0.286228025529366,0.287799414185102,0.286561431693542,0.269563247559439,0.547296716042913,0.512581195983928,0.528429873587612,0.567660677093089,0.61905830650969,0.621827368493254,0.67364468349673,0.668019243835673,0.664533117653494,0.673786408393508,0.684536642791975,0.677189136714352,0.204864782750799,0.224911727406214,0.293879078006379,0.281308031146028,0.529435928538151,0.602848784032011,0.668732348328632,0.678504062633278
li_all_dmr_148,0.214041653902833,0.203442802179245,0.174233398851136,0.250519462374516,0.256339024473109,0.239348768495405,0.264755903821195,0.259125502190928,0.254624729167915,0.262191864197905,0.29106797857953,0.259019587171389,0.576537848495331,0.586038484106288,0.581960569579345,0.580079573525885,0.623188185594455,0.626471565117153,0.672156950892149,0.630189179226947,0.667373578070368,0.648661698285006,0.656312118020211,0.675583472539169,0.197239284977738,0.24873575178101,0.259502045060013,0.270759809982941,0.581512300726988,0.609913108079164,0.656573236063155,0.660185762948129
li_all_dmr_149,0.100049276363404,0.095104335392821,0.0911367772128447,0.110958128310577,0.128943552247623,0.121979001134254,0.141178948705181,0.132421422802791,0.154628130364857,0.151179177005499,0.159423696630126,0.150743799535789,0.415763161116651,0.40770394179954,0.394183149688961,0.424280917842056,0.489147908152534,0.478887119198732,0.515439195675377,0.54051196148427,0.525710688155615,0.564636159413759,0.558474605074083,0.561449958591305,0.0954301296563566,0.120626893897485,0.14274283395761,0.153782224390471,0.405883417535051,0.464105315064441,0.527220615105087,0.561520241026382
li_all_dmr_15,0.255166135851942,0.224136758785835,0.210046681000449,0.335914561881881,0.266914692711656,0.242019701224221,0.294981894119004,0.245121043300996,0.307051686205328,0.324458018851127,0.218580670590585,0.238099188736979,0.566872319740311,0.569139480369926,0.526750932564902,0.629062188898746,0.599332362405197,0.601878132450072,0.657835411599766,0.642426919745101,0.62980688453249,0.61439919995087,0.6188733792567,0.656938415874397,0.229783191879409,0.281616318605919,0.282384874541776,0.26037929272623,0.554254244225046,0.610090894584672,0.643356405292452,0.630070331693989
li_all_dmr_150,0.130727762303035,0.124043187031255,0.127733904701616,0.0895684505624298,0.0897819577559405,0.0816679992953571,0.114266452032691,0.111201510273382,0.101825706874175,0.116169450305118,0.0989891467340023,0.0958030335634771,0.48097150522399,0.474097372890052,0.449180810079104,0.300334895395564,0.355119150784427,0.337077279173353,0.393072510616579,0.386876442596071,0.378444988614115,0.376335386467252,0.412242905863646,0.375757190051405,0.127501618011969,0.0870061358712425,0.109097889726749,0.103653876867532,0.468083229397715,0.330843775117781,0.386131313942255,0.388111827460768
li_all_dmr_151,0.132776582549904,0.169003830791764,0.135827396717817,0.151018369105089,0.144528973286121,0.15265914887281,0.189252233671388,0.190127313709606,0.197082375922833,0.179689062838955,0.2454643751784,0.180301767071535,0.372780620066714,0.336231691013541,0.344074244914131,0.436427360760359,0.461901876937817,0.473478857594241,0.53678174157501,0.541403924323622,0.537500345208249,0.536990593168713,0.559466574333042,0.537591635751024,0.145869270019828,0.149402163754673,0.192153974434609,0.201818401696297,0.351028851998129,0.457269365097472,0.538562003702294,0.544682934417593
li_all_dmr_152,0.203211559637618,0.186146362966944,0.182338651383642,0.254484006246609,0.227144271196962,0.219984213477594,0.219109331860832,0.302700156590975,0.317574540174295,0.26244107568202,0.306627319769443,0.24790105608109,0.491463639401991,0.44129262742448,0.454766963016135,0.581335899715148,0.641696296668025,0.633472117010165,0.70112477871921,0.696372861586147,0.690418660286715,0.696042996278737,0.688428695903486,0.701812687652048,0.190565524662735,0.233870830307055,0.279794676208701,0.272323150510851,0.462507743280869,0.618834771131113,0.695972100197357,0.695428126611424
li_all_dmr_153,0.099490211377878,0.0980268399319214,0.100711723882175,0.124931225785137,0.150232434730334,0.117074814233761,0.115686787484775,0.137854349997604,0.13003437378472,0.130590759192856,0.158691182486106,0.142309067563009,0.471252669454997,0.44088766202564,0.474315611931937,0.490553061519129,0.522840368004567,0.555405697546756,0.615810983905838,0.63368475070351,0.619679756934391,0.623015282203044,0.618085090396405,0.603369435208171,0.0994095917306581,0.130746158249744,0.1278585037557,0.143863669747324,0.462151981137525,0.522933042356817,0.623058497181246,0.614823269269207
li_all_dmr_154,0.107748691419791,0.0963695036139623,0.104797652863597,0.131336461506019,0.115006547868457,0.122299361159338,0.159920627745455,0.174373769898613,0.161946183159009,0.164000803129849,0.152109468352639,0.152786907286033,0.567294579580597,0.536895893385727,0.515714481503836,0.525504636009513,0.558010754584077,0.572554686165258,0.615886620966564,0.627109540376606,0.626522961533748,0.60390925001868,0.62024955953128,0.623112503920163,0.102971949299117,0.122880790177938,0.165413526934359,0.156299059589507,0.53996831815672,0.552023358919616,0.623173040958973,0.615757104490041
li_all_dmr_155,0.0468696850188915,0.0476326440601031,0.0497173661642459,0.0759953242337023,0.0803393600910543,0.0667418954033659,0.0880714595984293,0.121185252554966,0.108566616274403,0.122646371860651,0.119744284785242,0.0953219862353425,0.259400939465535,0.280085659204498,0.229407544999253,0.411275595860951,0.469523959741297,0.456612290487428,0.509172073762685,0.535149360044934,0.539904638073336,0.48544790758433,0.510167473224206,0.520564843107793,0.0480732317477468,0.0743588599093742,0.105941109475933,0.112570880960412,0.256298047889762,0.445803948696559,0.528075357293652,0.50539340797211
li_all_dmr_156,0.0711447108524816,0.056716125607353,0.069528372139957,0.100639823795813,0.108134217476423,0.0916772779678109,0.12888111095382,0.127180618178938,0.112790827178237,0.113422356414191,0.113495094214817,0.115258151316061,0.26595815705183,0.262742479533755,0.243722408773556,0.387414387073194,0.448197379674581,0.436008748768483,0.479221415085768,0.494276252466106,0.494926606321291,0.45859275361569,0.469383495715332,0.480675909633868,0.0657964028665972,0.100150439746682,0.122950852103665,0.11405853398169,0.257474348453047,0.423873505172086,0.489474757957722,0.469550719654963
li_all_dmr_157,0.0751412963721783,0.129761959604813,0.0707160891068528,0.0983626296169388,0.0883043369000818,0.0855254442630585,0.110014895156703,0.120458424524486,0.11489218965817,0.117552472970933,0.121158765185866,0.110077683497139,0.342291901052018,0.33348007019205,0.304736669397991,0.361711832181802,0.407967908860853,0.399783254004744,0.430604770562983,0.457831603515814,0.45933910518393,0.451687836936565,0.439814664023232,0.460805907504722,0.091873115027948,0.0907308035933597,0.115121836446453,0.116262973884646,0.326836213547353,0.389820998349133,0.449258493087576,0.450769469488173
li_all_dmr_158,0.0525094923262929,0.0550122484798325,0.053670931347099,0.0743652380622064,0.0955353755514549,0.0946844059809994,0.12401849222355,0.12374167587081,0.147934474283503,0.129941839247788,0.12339812584366,0.108345130312231,0.360774576601263,0.320316763154074,0.353605683323256,0.444947041270694,0.485371743938395,0.491190976001733,0.526526378867068,0.549966955988239,0.540760723031726,0.527777492282012,0.534576333258601,0.551863429943153,0.0537308907177415,0.0881950065315536,0.131898214125954,0.120561698467893,0.344899007692864,0.473836587070274,0.539084685962344,0.538072418494589
li_all_dmr_159,0.170180069093953,0.192689220466354,0.159826404255708,0.183006934443982,0.184908372086015,0.16964634644104,0.24792601257541,0.258259838759457,0.237907348934467,0.246860313999832,0.258972336374803,0.226751856697319,0.584781615650503,0.552194478257066,0.573880505833572,0.616788223800342,0.685391427909829,0.665793739310188,0.70736504710009,0.731380563226138,0.735723370150315,0.712973394058239,0.706242076660718,0.737603651268496,0.174231897938672,0.179187217657012,0.248031066756445,0.244194835690651,0.570285533247047,0.65599113034012,0.724822993492181,0.718939707329151
li_all_dmr_16,0.0347088178237681,0.0383995888939501,0.0313512493024974,0.0451823047827545,0.0446211347085764,0.0394662990838716,0.0477834335512043,0.0685488340176553,0.0607361585859255,0.0598929179106308,0.0753597029999318,0.0857193423226791,0.208010953033195,0.236696093048765,0.178298429639258,0.263130685957777,0.316770009884702,0.333366835653463,0.357844163364956,0.371247280594383,0.358030542190575,0.410212246267144,0.360989544950831,0.380626026756306,0.0348198853400719,0.0430899128584008,0.0590228087182617,0.0736573210777472,0.207668491907073,0.304422510498647,0.362373995383305,0.383942605991427
li_all_dmr_160,0.105956333723453,0.182634210023338,0.0837844469517923,0.103690053838294,0.101600885581147,0.0946177596783113,0.151656613954366,0.155449880620048,0.14596164903872,0.155287518350709,0.141288601791484,0.128380242163388,0.533340277682297,0.505365300859478,0.4922532145842,0.515230208189843,0.563659503889351,0.56246965441032,0.594311573625709,0.623398014829599,0.612395865919038,0.632481963066602,0.603200932391657,0.630193131100461,0.124124996899528,0.0999695663659174,0.151022714537711,0.141652120768527,0.510319597708658,0.547119788829838,0.610035151458115,0.621958675519573
li_all_dmr_161,0.130537526736828,0.130048700749026,0.114337000940501,0.13969194032689,0.156644628549449,0.1456039961512,0.203389038140551,0.203262655233302,0.207638601747619,0.196833831072289,0.199601506813906,0.175578771793631,0.503186850004115,0.514524866362996,0.475814703537638,0.623227684411304,0.646683474008787,0.650526181082645,0.669035423627977,0.702594604775617,0.689995013411502,0.687363659738225,0.6863785915921,0.706194472180564,0.124974409475452,0.147313521675846,0.204763431707157,0.190671369893275,0.49784213996825,0.640145779834245,0.687208347271699,0.693312241170296
li_all_dmr_162,0.192713129026662,0.205107288084773,0.174142900243099,0.220892847127803,0.253953002848648,0.214577463606539,0.28047382438231,0.284207512280801,0.287086761365839,0.290963537210749,0.290575437133275,0.275892993992141,0.528641870917991,0.54358699846144,0.511080647915188,0.574695849387149,0.624307676961395,0.623371495166632,0.639055455519484,0.667229696934412,0.670091528412423,0.619770007653719,0.632234224296889,0.669815686893251,0.190654439118178,0.22980777119433,0.283922699342983,0.285810656112055,0.527769839098206,0.607458340505059,0.65879222695544,0.64060663961462
li_all_dmr_163,0.258842167949686,0.23569012925379,0.243135442550086,0.283008563061965,0.229172374974365,0.202379323582965,0.312142949961356,0.308087636797043,0.281463692108416,0.242706425608247,0.257213899728301,0.266037916379461,0.576077303566452,0.55727191058656,0.55801123503757,0.557599203715066,0.585055912256377,0.580463082619667,0.633027465501514,0.642794417468433,0.641289231756715,0.623490905873782,0.656318118547533,0.658497386040522,0.245889246584521,0.238186753873098,0.300564759622272,0.255319413905336,0.563786816396861,0.574372732863703,0.639037038242221,0.646102136820612
li_all_dmr_164,0.133206634264247,0.125499543549863,0.135922479584347,0.0999421324378081,0.109810082780259,0.118829300420892,0.181767950839445,0.134850007454938,0.152475781489431,0.118650226013616,0.118601008627836,0.1219346963823,0.502246313038621,0.502734142305143,0.484526277718897,0.442754897403446,0.464135071048961,0.475549545883919,0.521962755352164,0.549841703179112,0.52392748890588,0.529272307277238,0.526907536072683,0.523062312337889,0.131542885799486,0.109527171879653,0.156364579927938,0.119728643674584,0.49650224435422,0.460813171445442,0.531910649145719,0.526414051895937
li_all_dmr_165,0.082688536477913,0.0787636791961736,0.0740201446664306,0.112938539521404,0.111585011526375,0.127817648843872,0.161535026454019,0.141116636780021,0.146625820960428,0.139198425591008,0.165613102295585,0.129039650354383,0.474841442440223,0.446031291356885,0.437607502239487,0.521733762734619,0.57567980760457,0.566107880031527,0.611463812065936,0.626764361498175,0.608758911096485,0.599158486786139,0.614462206542259,0.628565058431136,0.0784907867801724,0.11744706663055,0.149759161398156,0.144617059413659,0.452826745345532,0.554507150123572,0.615662361553532,0.614061917253178
li_all_dmr_166,0.031579815446395,0.0299886826099934,0.0302390883013412,0.0523270055963198,0.0479206141987394,0.0501328789413851,0.06442168304979,0.0627236498430409,0.0645164214259802,0.0680097659031531,0.0617378175536206,0.0633950217340234,0.25234163657095,0.278742490636884,0.184844056041875,0.327005525277699,0.35036217740007,0.358802873683335,0.369609134990889,0.388803639096631,0.372648333069616,0.387135832951263,0.369896592956021,0.387420859126977,0.0306025287859099,0.0501268329121481,0.0638872514396037,0.0643808683969324,0.238642727749903,0.345390192120368,0.377020369052379,0.381484428344754
li_all_dmr_167,0.181166701067567,0.193208843474307,0.163769497387351,0.202623074588208,0.197620439300431,0.198341407159672,0.245639491244074,0.25111943163281,0.213478565357352,0.219047515617628,0.249526976566859,0.222586202186152,0.532827644367793,0.513581217969316,0.514477258339271,0.520248498969277,0.541309072998072,0.529747635757734,0.580441390080362,0.59389826982767,0.591433176014223,0.559608437421804,0.577982267901245,0.607725139013898,0.179381680643075,0.199528307016104,0.236745829411412,0.230386898123546,0.520295373558793,0.530435069241694,0.588590945307418,0.581771948112316
li_all_dmr_168,0.0548398002256752,0.050388580445812,0.0429225258145699,0.0457972698376023,0.0402683137710938,0.0419538212382915,0.0651401124137786,0.0678863379180819,0.0459334040312595,0.0642868114355863,0.0553127764027642,0.0462766003605803,0.342671672660883,0.347537983862406,0.321147195119957,0.308782968891609,0.39085852711301,0.373727416171589,0.43266163842324,0.462889209331826,0.444043579925648,0.483383451517528,0.484059110521389,0.470521691307579,0.0493836354953524,0.0426731349489959,0.0596532847877067,0.0552920627329769,0.337118950547749,0.357789637392069,0.446531475893571,0.479321417782165
li_all_dmr_169,0.266779459152861,0.244902544743952,0.217614893154609,0.279037589794176,0.315000730780207,0.317108090572306,0.378671548593063,0.360479547781384,0.372060585702586,0.404777194287317,0.38401355846471,0.350718977514111,0.7100521785977,0.720853230926104,0.726317598719088,0.72201818053623,0.746919382807736,0.761350977038717,0.776270785289126,0.783830799062993,0.796204481613914,0.777872535520066,0.78393915091622,0.787407587182565,0.243098965683807,0.30371547038223,0.370403894025678,0.379836576755379,0.719074336080964,0.743429513460894,0.785435355322011,0.783073091206284
li_all_dmr_17,0.157749774062167,0.153038402128473,0.139671424371157,0.226564124847075,0.216521243076237,0.214512579140301,0.250569306047239,0.270764213622648,0.25744672969545,0.257072355350951,0.273426231593048,0.243966639536635,0.445370242724262,0.42480017729216,0.433657681618734,0.536160655215004,0.54572014783174,0.555110515397057,0.606207451395153,0.620154866321451,0.616672651367856,0.578109553026765,0.594688559180296,0.609652684124916,0.150153200187266,0.219199315687871,0.259593416455112,0.258155075493545,0.434609367211719,0.5456637728146,0.61434498969482,0.594150265443992
li_all_dmr_170,0.588654073792499,0.577225775864588,0.565399750262776,0.624987148478924,0.627684862830369,0.630888969363688,0.622107553192521,0.692596524504274,0.647048503719111,0.683398113119406,0.675770563193165,0.642509879559159,0.824242985883535,0.843196703410006,0.83952010485442,0.805918926470618,0.831345643917798,0.834131487842471,0.886098089863968,0.87615835172914,0.860256123020833,0.855799801526105,0.834828747536128,0.840073216627967,0.577093199973288,0.627853660224327,0.653917527138635,0.667226185290577,0.835653264715987,0.823798686076962,0.874170854871314,0.843567255230067
li_all_dmr_171,0.0548047042378437,0.0568466239647135,0.0567780992373387,0.0712878000541953,0.073764721881813,0.0785241912864801,0.0976640408833482,0.0911860473558004,0.0870386988820586,0.0915339765579728,0.0951192240212616,0.0886669875482155,0.22510623325942,0.294090603903801,0.208565078043386,0.438994254613251,0.433123015328806,0.4679755122134,0.510758730714558,0.558537387941401,0.542268692575522,0.503140127577874,0.479069764964835,0.550213042118553,0.0561431424799653,0.0745255710741628,0.0919629290404024,0.0917733960424833,0.242587305068869,0.446697594051819,0.537188270410494,0.510807644887087
li_all_dmr_172,0.069355840235193,0.0685408224781815,0.0533539542841738,0.126494902543427,0.123733135659624,0.112967728584779,0.164226510719732,0.162822623661131,0.153775626422308,0.145183992819197,0.14653449662154,0.142573828470366,0.351167817243429,0.344288874714107,0.31627434847764,0.512813197741098,0.525855429260683,0.548202036457736,0.582752823149816,0.593860809515439,0.589482684052794,0.572253635053176,0.575973742806954,0.584372064634951,0.0637502056658494,0.121065255595943,0.160274920267724,0.144764105970368,0.337243680145059,0.528956887819839,0.58869877223935,0.57753314749836
li_all_dmr_173,0.0890722012831873,0.0913679236689084,0.0860514137601709,0.134381551106528,0.130428370417662,0.119720120896808,0.154275367535575,0.13388126507351,0.158459464776937,0.162081699627622,0.172537377036383,0.137344624052986,0.457710186807558,0.399997594148125,0.414480741858775,0.477348633075734,0.505716088248216,0.527339171892319,0.55295810799255,0.588657988298546,0.562190871181139,0.570320431572192,0.57401146317417,0.574918094989865,0.0888305129040889,0.128176680806999,0.148872032462007,0.15732123357233,0.424062840938153,0.503467964405423,0.567935655824078,0.573083329912076
li_all_dmr_174,0.115875687023709,0.103216299198011,0.114689530531519,0.135437029869891,0.152045009722237,0.148571408926419,0.17163728637361,0.206306938926394,0.178446789927286,0.192093032443848,0.195267322879731,0.162757245868673,0.468197466912644,0.411139028015063,0.457886099562219,0.499694988319593,0.545733783559143,0.537515360977195,0.589477166386934,0.625160336188156,0.610272181467757,0.600816465205498,0.600140755951454,0.634763070834462,0.111260505584413,0.145351149506182,0.18546367174243,0.183372533730751,0.445740864829975,0.52764804428531,0.608303228014282,0.611906763997138
li_all_dmr_175,0.0496730717374752,0.0515532652308932,0.0530965022762275,0.104767696893751,0.100756595302902,0.091373789194136,0.119308991484731,0.122259154115622,0.117405224688372,0.147188464233634,0.160106557322947,0.143888145857237,0.251531850338888,0.203589567065645,0.2363952486059,0.353916617656878,0.386019135963746,0.415591981251102,0.434304845975835,0.500564838645773,0.438883158672025,0.531695046897625,0.519816314072527,0.512303318127659,0.0514409464148653,0.098966027130263,0.119657790096242,0.150394389137939,0.230505555336811,0.385175911623909,0.457917614431211,0.52127155969927
li_all_dmr_176,0.114385098645318,0.0985642604622194,0.0974577811380724,0.136125487088406,0.143359222425732,0.134186003365839,0.17902088186954,0.174660236073831,0.174036347946097,0.171510406262529,0.170205368259595,0.163847531718949,0.293227605647017,0.291492926531444,0.307913937232038,0.311681141134186,0.368524290432625,0.350395262594208,0.4092933685012,0.405491997337521,0.417221978013734,0.435266258651104,0.478954959213018,0.434537868822099,0.103469046748537,0.137890237626659,0.175905821963156,0.168521102080358,0.297544823136833,0.34353356472034,0.410669114617485,0.44958636222874
li_all_dmr_177,0.244866140298443,0.243641255140661,0.242725061609155,0.34826747833016,0.35182227239991,0.350224056924689,0.404548218455193,0.41144554893903,0.402267431640793,0.385083845291628,0.401287424498439,0.359384491092405,0.496234784026747,0.47413498487877,0.467033899448301,0.576185742209046,0.633987906411438,0.619632653415664,0.656816843117527,0.673281369434875,0.672701386486917,0.673498632812335,0.67569214055454,0.673034191675457,0.24374415234942,0.350104602551586,0.406087066345005,0.381918586960824,0.479134556117939,0.609935434012049,0.66759986634644,0.674074988347444
li_all_dmr_178,0.330519274617047,0.319646956827769,0.305363582439749,0.36122488254789,0.340040497344131,0.359930610556298,0.393612609443893,0.409254130390559,0.389311303840796,0.383661059835183,0.398063648000247,0.369361815662029,0.584244663751163,0.581853533834636,0.552124934281999,0.626569603195811,0.647255109510334,0.672817546226004,0.695225211961836,0.70311919347582,0.695182686372188,0.693727739108344,0.688526880552782,0.707152473338977,0.318509937961522,0.353731996816106,0.397392681225083,0.383695507832486,0.572741043955933,0.648880752977383,0.697842363936615,0.696469031000034
li_all_dmr_179,0.501220974373929,0.473279456923654,0.502260311141539,0.609488766688804,0.549473476411916,0.521953542954968,0.5700453525359,0.459278698819587,0.532454971683635,0.551898700961397,0.44200863600883,0.594809010821181,0.676735550273738,0.643292783576086,0.661846651872547,0.697885697559934,0.664932847900444,0.740221226523247,0.741085527832426,0.770488085691692,0.755410027367148,0.650680867019016,0.687792682062145,0.713347454244529,0.492253580813041,0.560305262018563,0.520593007679707,0.529572115930469,0.66062499524079,0.701013257327875,0.755661213630422,0.683940334441897
li_all_dmr_18,0.0695147435276299,0.0688787673318065,0.0701793888487925,0.0906604235135704,0.0939910493635825,0.0793381651653993,0.109094765228488,0.103019841603331,0.107775208745408,0.104913675484153,0.104610225424137,0.102926734925429,0.284469562652173,0.284080854578709,0.239181325520874,0.378485472674003,0.462756818033583,0.461011345128535,0.524776641721881,0.527847109886245,0.513304281143215,0.553622237028005,0.512846951151198,0.558587147741214,0.069524299902743,0.0879965460141841,0.106629938525742,0.104150211944573,0.269243914250585,0.434084545278707,0.521976010917114,0.541685445306806
li_all_dmr_180,0.476795413360433,0.453244081578964,0.48912194265228,0.577429293462298,0.547766338635669,0.539670094059821,0.566460134644512,0.513339811014171,0.579018187878421,0.557275702401023,0.499344423076791,0.603809421187946,0.651651088264962,0.641622691692712,0.647228319403625,0.715819932757839,0.70490682499212,0.78518216170424,0.778171910515199,0.778979646755031,0.777858618474731,0.722771369771745,0.743602341944418,0.747654519959011,0.473053812530559,0.554955242052596,0.552939377845701,0.553476515555253,0.646834033120433,0.7353029731514,0.77833672524832,0.738009410558391
li_all_dmr_181,0.220617316617968,0.210587575546039,0.203170110564524,0.253576477794895,0.260043236230541,0.266457534969873,0.298904827049234,0.313851652492578,0.309686932270118,0.290654804603563,0.295730635851678,0.278112733507411,0.604088021706047,0.616848304493085,0.590064303094076,0.637678772825726,0.671310468709236,0.657829199806929,0.703508632665762,0.709180069842717,0.710779613574805,0.704160864915477,0.709329264842062,0.717716368613562,0.211458334242844,0.260025749665103,0.307481137270643,0.288166057987551,0.603666876431069,0.655606147113964,0.707822772027761,0.7104021661237
li_all_dmr_182,0.179367268117734,0.157337061966346,0.155428646194554,0.234261607776687,0.210281193672268,0.217927228600874,0.287864671949955,0.280205804280667,0.26565397236613,0.278015353261464,0.274590988187102,0.25760249651592,0.570852252874721,0.570377452978566,0.549876719928132,0.633565649406238,0.67705600979499,0.668413782111588,0.725906101543865,0.743014189109677,0.725318281478523,0.711817031180475,0.732412494714243,0.727945688584184,0.164044325426211,0.220823343349943,0.277908149532251,0.270069612654829,0.56370214192714,0.659678480437605,0.731412857377355,0.724058404826301
li_all_dmr_183,0.0519249074254232,0.0714434226508009,0.0508994051742497,0.0886167861475826,0.0787664822219471,0.0794162786434567,0.110489950586611,0.104008860773095,0.110569259930138,0.0960865906769095,0.116267492321735,0.10782170536754,0.410580292416427,0.435754847954022,0.417358596585329,0.530983332147285,0.576319339647947,0.57406315940187,0.617272019284211,0.623038352987435,0.628518549184351,0.618094547911551,0.607686197991963,0.633340043394333,0.0580892450834913,0.0822665156709955,0.108356023763281,0.106725262788728,0.421231245651926,0.560455277065701,0.622942973818666,0.619706929765949
li_all_dmr_184,0.165150634395622,0.167398917156598,0.164078909103764,0.221507429202458,0.213712080928201,0.231606462253705,0.262146040456441,0.24280747608692,0.225278860854919,0.229571731918752,0.238301915501756,0.232269347961033,0.512286136591239,0.495873632712332,0.486451426914284,0.500707644483758,0.523868057748115,0.532021903930894,0.539482868571994,0.542816139029396,0.53491640014758,0.495931107017561,0.475111045545726,0.490268007664481,0.165542820218661,0.222275324128121,0.243410792466093,0.233380998460514,0.498203732072618,0.518865868720922,0.53907180258299,0.487103386742589
