"","x"
"379",0.0624330199746948
"380",0.180011649291477
"381",0.215437867049493
"382",0.224106955442886
"383",0.125048619108946
"384",0.201899743878481
"385",0.155675099736663
"386",0.0806145907576033
"387",0.123003389560394
"388",0.077865916467332
"389",0.372585252462594
"390",0.498306628215743
"391",0.252331258167935
"392",0.130147087550231
"393",0.101926950190309
"394",0.266329234679783
"395",0.337069696641438
"396",0.157342979119876
"397",0.0709772836293896
"398",0.201097218357578
"399",0.132859273211258
"400",0.105927242757645
"401",0.0619843978354524
"402",0.125927783696995
"403",0.026770246541914
"404",0.0857751804982156
"405",0.05572687184856
"406",0.0903993314511201
"407",0.228984997269374
"408",0.590963115022011
"409",0.58346545042677
"410",0.112508960156454
"411",0.113797325734864
"412",0.118190453653019
"413",0.125656638117138
"414",0.222087633697942
"415",0.333834972982486
"416",0.281088593728799
"417",0.293251275431125
"418",0.202166876795833
"419",0.0952476781684901
"420",0.0956931315176194
"421",0.141931316607589
"422",0.174204635134189
"423",0.171547704287189
"424",0.163078757845817
"425",0.197945699687145
"426",0.0943103152827811
"427",0.331106214467312
"428",0.263207992022544
"429",0.160870831857132
"430",0.430676425665949
"431",0.265202229463977
"432",0.242189953775839
"433",0.195380206473458
"434",0.166701374362615
"435",0.106326475673877
"436",0.105441582290207
"437",0.202731391134745
"438",0.138870121272075
"439",0.299846859426908
"440",0.335929348269245
"441",0.131141325081394
"442",0.0833804638420481
"443",0.111094450208962
"444",0.0716725006932154
"445",0.0654597392552527
"446",0.133284821847445
"447",0.275505703532328
"448",0.147084226726871
"449",0.290208898095883
"450",0.188276578883779
"451",0.186865610386938
"452",0.134447719002223
"453",0.125683816733945
"454",0.152969620210005
"455",0.156264556856956
"456",0.0890731814907638
"457",0.157478030879047
"458",0.12306826874455
"459",0.1310874323594
"460",0.109730264691941
"461",0.186810359053515
"462",0.0557389012129874
"463",0.267489977563528
"464",0.453622790246391
"465",0.317892342799511
"466",0.345095659009474
"467",0.111686347913696
"468",0.353625380306617
"469",0.110319385583519
"470",0.693577816805632
"471",0.401790017939312
"472",0.185109371044922
"473",0.0757924662266904
"474",0.0637310799406511
"475",0.190147680266412
"476",0.15508335963551
"477",0.0509266442201709
"478",0.193015391014804
"479",0.135802984076889
"480",0.0788889478069841
"481",0.206623747671692
"482",0.356881975447581
"483",0.361059377653006
"484",0.10136956090815
"485",0.118444836223235
"486",0.0454159872270461
"487",0.102681597800043
"488",0.139557527221036
"489",0.406699104738183
"490",0.428487790039433
"491",0.0978508674687947
"492",0.127337810343832
"493",0.115945012802966
"494",0.213007179076903
"495",0.383110046646046
"496",0.206757321522279
"497",0.195997948822214
"498",0.138253288889634
"499",0.129173424189178
"500",0.14750154238046
"501",0.218193705674052
"502",0.0985234622291009
"503",0.0696164405683059
"504",0.0813179751658224
"505",0.127699511511915
"506",0.395216378636102
"507",0.45172833811345
"508",0.162970733663502
"509",0.164573028652052
"510",0.474474669205881
"511",0.15812514871806
"512",0.102679560472654
"513",0.146708868992306
"514",0.0727062584390723
"515",0.110394258812998
"516",0.147738425470911
"517",0.0462514307390421
"518",0.0764748722739455
"519",0.128610198118086
"520",0.0903158162510961
"521",0.222113796542647
"522",0.203869591980998
"523",0.117293130428898
"524",0.109014932621989
"525",0.0875219949131745
"526",0.025879871112681
"527",0.0431234359414145
"528",0.133197412442517
"529",0.0868764189684936
"530",0.230167356031782
"531",0.134980684002722
"532",0.0669908164442468
"533",0.054966158235106
"534",0.303803197008906
"535",0.0752138525018422
"536",0.094119081546
"537",0.347483433384315
"538",0.198713700990278
"539",0.172945494390887
"540",0.24102558203134
"541",0.0993512257882451
"542",0.328515828195401
"543",0.169518586029145
"544",0.131771503124554
"545",0.126750224481046
"546",0.1484117419473
"547",0.0529586934832776
"548",0.172935715849949
"549",0.183914283377907
"550",0.084272664913017
"551",0.0622719013984102
"552",0.108320562067622
"553",0.0948411361328965
"554",0.116090437222756
"555",0.0581973912674209
"556",0.105244648989153
"557",0.085420793290412
"558",0.123687663109612
"559",0.132748569358684
"560",0.320893946627011
"561",0.391081430714233
"562",0.312298222541208
"563",0.149395845341596
"564",0.165482940816501
"565",0.10396386810096
"566",0.0804312928356266
"567",0.0797880953658075
"568",0.265594001292513
"569",0.137124194542181
"570",0.1136595249145
"571",0.0735579821681101
"572",0.212680398822153
"573",0.423053230231841
