"","C3","C4","C7.1","C7.2","C9.1","C9.2","C10","C11.1","C11.2","P2","P11","P7","P4","P8","P10","P9","Control","Mutant"
"DMR_up_ 1053",0.282253556111672,0.256926390912646,0.309990835060482,0.298746322702845,0.313701115623355,0.275460002086898,0.321950256157607,0.328352175811947,0.316468786932858,0.63312494817103,0.718102334288755,0.539866763169471,0.561397689106065,0.486681257078655,0.54782995664624,0.53760429629547,0.300427715711145,0.574943892107955
"DMR_up_ 1054",0.297736924071341,0.266426951454464,0.205640886941307,0.208271652142854,0.287930317423039,0.200706787878642,0.276230150518091,0.299582679192802,0.237569429970929,0.563187839120722,0.810984605159781,0.377218860639045,0.468373921003801,0.430679099908042,0.518753610915221,0.427251762107268,0.253343975510385,0.513778528407697
"DMR_up_ 1055",0.315748641174228,0.233838122185691,0.199111781608594,0.203073755160041,0.364180553768968,0.209837538141381,0.253448680430779,0.339003128525995,0.226953965581079,0.567552535279507,0.764757669225209,0.394966650064502,0.497311853159454,0.488523633858489,0.506722092695366,0.521339042469725,0.260577351841862,0.53445335382175
"DMR_up_ 1056",0.239379249943135,0.204194601079071,0.173949378773827,0.182292959688982,0.178316339683726,0.166222299024478,0.199216530243069,0.164167065525046,0.195930065178965,0.675673243156907,0.737970012795795,0.512425770717397,0.584513194207219,0.406088504397699,0.587012107042144,0.558695920625176,0.189296498793366,0.580339821848905
"DMR_up_ 1057",0.273899708359505,0.283799187935204,0.336256557617643,0.297303070716145,0.318259232894343,0.334900935836002,0.350380246167699,0.363331730522884,0.355911744797044,0.806528649071905,0.741329747889628,0.696388134881821,0.704182997783057,0.616971849026126,0.706708118137098,0.691967260289037,0.323782490538497,0.70915382243981
"DMR_up_ 1058",0.0611354857327237,0.155514522352454,0.11308060129497,0.0881961470327918,0.134782186085792,0.116063185475803,0.181910685005946,0.110860179384531,0.144838713636336,0.513351725857192,0.688166957279604,0.281681581627868,0.37706079211704,0.317420705054716,0.342865959675694,0.338111874712788,0.122931300666816,0.408379942332129
"DMR_up_ 1059",0.441176156827098,0.433760914895391,0.411621392186638,0.37774186540148,0.394804507682163,0.391034626308853,0.406074175461953,0.444497059841979,0.397338520189984,0.768760407240129,0.767690060582082,0.619012452694129,0.671099173674673,0.569927388095636,0.649487854194994,0.646606171953895,0.410894357643949,0.670369072633648
"DMR_up_ 106",0.328033336263596,0.298493991794384,0.294714980463894,0.302664554851991,0.235031936482396,0.292421711567042,0.283534768224031,0.304819764445501,0.269190503943346,0.634836798231477,0.678951645157999,0.533823953925925,0.544818589131811,0.479225633138323,0.543407617571992,0.513424350756852,0.289878394226242,0.56121265541634
"DMR_up_ 1060",0.225484683310336,0.252889379807592,0.281709038631309,0.25171979087122,0.246792311957067,0.305699817168774,0.252265247812489,0.264753364658909,0.248411823634599,0.594913530641521,0.691096747739606,0.482988997486226,0.520993280326192,0.431839300066857,0.509532240094369,0.500519566581274,0.258858384205811,0.533126237562292
"DMR_up_ 1061",0.14461685073225,0.13846132783025,0.157880284183152,0.147286430534715,0.155433332572265,0.124405549010115,0.162396060336939,0.186638815355523,0.150217940965787,0.4745324159463,0.606535759160009,0.371164799408098,0.406821848852624,0.320789646089128,0.380772810386946,0.388229846365754,0.151926287946777,0.421263875172694
"DMR_up_ 1062",0.345696025445078,0.433064732500628,0.415467959082587,0.416028509681513,0.424367150642662,0.300473125067289,0.325666364938248,0.429029863588464,0.433149856215878,0.723699580081271,0.787259134595504,0.596323785898752,0.685486310794344,0.553238408763977,0.624189202647672,0.641887227945731,0.391438176351372,0.658869092961036
"DMR_up_ 1063",0.288234398189706,0.304025836319012,0.351657664975148,0.340910412791389,0.323384811081929,0.32611794927544,0.329700671157931,0.407016357854459,0.358184873545807,0.676548090847919,0.801427122258074,0.561879428681862,0.693170829955928,0.517421982175962,0.581396772271295,0.58639106074473,0.336581441687869,0.631176469562253
"DMR_up_ 1064",0.242916977129652,0.209177348622237,0.215961882423602,0.184570588934328,0.20900684473041,0.161865731651944,0.185043622532774,0.234537189080011,0.201208241296578,0.529237885480887,0.685992462902408,0.401013236223025,0.483306864861893,0.316438781552051,0.43242130377525,0.421587421759999,0.204920936266838,0.467142565222216
"DMR_up_ 1065",0.0881827982275845,0.0921156038096794,0.0945776002058926,0.0865662066963576,0.092044718369713,0.0985538100839901,0.110842053324677,0.100864162096742,0.0840677659875676,0.459957342214591,0.550414196544933,0.257507046226654,0.341640487721709,0.241824124443032,0.31963754659987,0.286833630210458,0.0942016354224671,0.351116339137321
"DMR_up_ 1066",0.169004567879515,0.130205574366362,0.146974969164205,0.167676718153712,0.174883580371043,0.161531761671059,0.179797551790694,0.182931818653405,0.188642355557277,0.611069569133769,0.684055771314307,0.4631520399374,0.541205891850711,0.412179278124535,0.474832431912987,0.479333908511955,0.166849877511919,0.523689841540809
"DMR_up_ 1067",0.170501608871079,0.168903274526891,0.240207373555441,0.145058310233022,0.139223722205488,0.172237039295827,0.196312084322505,0.182435518143053,0.159690253446958,0.723753760146646,0.767699839980618,0.539967427849953,0.624335890782851,0.453778262818097,0.554723184487249,0.597663031483827,0.174952131622252,0.608845913935606
"DMR_up_ 1068",0.149461172355607,0.145183591982969,0.171443169745412,0.168130959791282,0.140589373497935,0.171641420129673,0.197460383938951,0.189238012239007,0.193601590131391,0.588092140805857,0.614156667985842,0.436951292420942,0.409744940640411,0.291677362131328,0.399081304841956,0.41493422665228,0.169638852645803,0.450662562211231
"DMR_up_ 1069",0.335520825171725,0.306101844026662,0.280666180159081,0.225715656647828,0.368286778932221,0.299839129923596,0.357708298401237,0.287912234111418,0.246195448208191,0.637374515484497,0.67555934743732,0.550025369046984,0.520595141466719,0.438613071939545,0.562293375623596,0.576808628422951,0.30088293284244,0.565895635631659
