dmr,C3,C4,C7.1,C7.2,C9.1,C9.2,C10,C11.1,C11.2,P2,P4,P7,P8,P9,P10,P11,,,,,,,,,,,,,,,,,,
DMR_up_221,-0.025646167,-0.012837902,-0.005326514,-0.021978364,0.007209815,0.038423211,-0.007005237,-0.002855509,0.004370498,0.496648138,0.378837335,0.320138621,0.23427567,0.306947511,0.36408457,0.544553335,,,,,,,,,,,,,,,,,,
DMR_up_222,-0.033118987,-0.007930036,-0.005772603,-0.027244256,0.019785954,-0.005239702,-0.000376478,0.017250939,0.009526184,0.593219961,0.466210591,0.409811319,0.358300204,0.398852386,0.45169618,0.602730198,,,,,,,,,,,,,,,,,,
DMR_up_223,-0.00846774,-0.02973893,0.004969218,-0.000168998,-0.020477771,0.085045603,-0.022499471,0.001646732,-0.018776381,0.726694197,0.531659439,0.436530293,0.271600737,0.445800116,0.44933804,0.77249971,,,,,,,,,,,,,,,,,,
DMR_up_224,0.036979216,-0.008853198,-0.007047178,-0.009195113,0.021010221,-0.000987949,-0.000788638,0.006281289,-0.000419435,0.616597828,0.469276706,0.360764806,0.267341641,0.419493815,0.437443661,0.718145348,,,,,,,,,,,,,,,,,,
DMR_up_225,-0.008907828,-0.018705374,0.001200707,-0.022959896,-0.008067247,0.015783938,0.018037903,-0.00483518,0.019545148,0.532495164,0.36450541,0.286167627,0.206265673,0.313255759,0.355884631,0.637362431,,,,,,,,,,,,,,,,,,
DMR_up_226,-0.010305199,-0.01414027,2.35E-05,-0.006184768,-0.004904526,0.011253139,0.012647233,-0.003883118,0.005188821,0.643030021,0.514480384,0.374897862,0.279696616,0.42564287,0.489315599,0.690457654,,,,,,,,,,,,,,,,,,
DMR_up_227,-0.017071428,-0.0106787,0.01688854,0.00405951,-0.020041365,0.015753081,-0.019281415,0.015770066,-0.002469718,0.480914062,0.356283217,0.315653766,0.251312212,0.354217884,0.348898392,0.540192632,,,,,,,,,,,,,,,,,,
DMR_up_228,-0.02508064,-0.025477273,0.001557718,0.000296517,-0.020864215,-0.002685726,0.018086803,0.014222016,0.01486416,0.632271496,0.481587404,0.357398444,0.267093423,0.389781142,0.459842347,0.79066816,,,,,,,,,,,,,,,,,,
DMR_up_229,-0.027671277,-0.004946285,-0.002892618,-0.010513264,0.001771708,0.031690389,0.012789299,-0.017233019,-0.010666212,0.403812139,0.334155244,0.269594273,0.217113434,0.246828444,0.301499097,0.458669234,,,,,,,,,,,,,,,,,,
DMR_up_23,0.045705046,0.000406758,-0.002018017,0.009747164,0.040745405,-0.020282827,0.00233151,-0.004899553,-0.026030442,0.389032722,0.28394455,0.254358447,0.179584037,0.231564222,0.258725751,0.39768213,,,,,,,,,,,,,,,,,,
DMR_up_230,0.010666335,0.026695483,-0.020428425,-0.028046286,0.012332941,-0.026165714,0.021845547,0.023996698,-0.010230244,0.422165493,0.344426463,0.32341635,0.284612643,0.348503906,0.331128944,0.462001611,,,,,,,,,,,,,,,,,,
DMR_up_231,-0.029743277,-0.016939383,0.027092493,-0.005545406,0.004955938,-0.012477478,0.008585227,-0.007056203,0.001384811,0.462769028,0.332469572,0.28635957,0.196464078,0.292050624,0.340422255,0.601010198,,,,,,,,,,,,,,,,,,
DMR_up_232,-0.008152535,-0.014434866,0.000426273,-0.004769169,-0.012850648,0.015192124,0.022537592,-0.008216525,0.002115217,0.571180941,0.446691762,0.356367326,0.21562897,0.377533446,0.402762052,0.657910947,,,,,,,,,,,,,,,,,,
DMR_up_233,-0.027341997,-0.024342863,0.006222319,-0.011607296,-0.027178826,-0.009362058,0.032861636,0.026644939,0.006762147,0.524310008,0.463043126,0.365793875,0.298131089,0.437118137,0.428367844,0.627434041,,,,,,,,,,,,,,,,,,
DMR_up_234,-0.023701741,-0.034691584,0.023252353,0.037466886,-0.040168218,-0.045640681,0.055126723,-0.023960308,0.028614829,0.67511751,0.594767038,0.532699372,0.428724607,0.541763559,0.587567982,0.732479366,,,,,,,,,,,,,,,,,,
DMR_up_235,-0.009931448,-0.024189994,0.008182169,-0.031145516,-0.019734591,-0.002364753,0.040586904,0.007179617,0.021486162,0.536232673,0.457365352,0.408297766,0.275830362,0.407304439,0.430561877,0.673657719,,,,,,,,,,,,,,,,,,
DMR_up_236,0.002489983,-0.013862617,-0.001404222,-0.028044588,0.012610475,-0.011419145,0.001253834,0.020468563,0.020397697,0.807506677,0.75780486,0.61486894,0.451922105,0.72635827,0.705428352,0.896195061,,,,,,,,,,,,,,,,,,
DMR_up_237,0.030734795,0.038617592,-0.005770471,0.020483291,0.000973019,-0.115021338,0.056571576,0.011959082,-0.007812749,0.533510839,0.468132437,0.435976549,0.394800796,0.433608458,0.411300505,0.522483391,,,,,,,,,,,,,,,,,,
DMR_up_238,-0.021921352,-0.012061373,0.004194861,-0.000862166,0.002587231,-0.001361574,0.003374875,0.015760418,-0.011632271,0.476584855,0.336925125,0.294652692,0.213331823,0.328135736,0.319052497,0.619505371,,,,,,,,,,,,,,,,,,
DMR_up_239,-0.020143607,-0.016883849,0.000327682,-0.017625531,-0.007118824,0.010614396,0.032888966,0.007594107,-0.009796949,0.652942256,0.524342289,0.427697834,0.3069445,0.496094773,0.473704784,0.68167449,,,,,,,,,,,,,,,,,,
DMR_up_24,-0.0410009,-0.016949759,0.016700572,-0.024338463,-0.000464864,-0.021311,0.037826939,0.00288185,0.005654728,0.415225428,0.35281078,0.314181432,0.240467845,0.335648237,0.340236625,0.544744796,,,,,,,,,,,,,,,,,,
DMR_up_240,-0.00876729,-0.028687395,0.02285286,-0.022085049,-0.00931818,-0.014913389,0.02730639,-0.001108835,0.025953601,0.487081914,0.384629092,0.351150192,0.25163154,0.339358794,0.363576851,0.51420412,,,,,,,,,,,,,,,,,,
DMR_up_241,0.005381013,-0.00881296,0.017100714,-0.018396141,-4.16E-05,-0.023534854,0.00835704,0.005793196,0.019534645,0.465938655,0.352500305,0.315809466,0.245639469,0.309679137,0.330896081,0.561665349,,,,,,,,,,,,,,,,,,
DMR_up_242,0.07205694,-0.005019163,0.007039761,-0.045273267,-0.027549344,-0.01006728,0.065235509,0.002676349,0.012957435,0.506015687,0.441258334,0.383655332,0.280990657,0.401393348,0.417667224,0.607512056,,,,,,,,,,,,,,,,,,
DMR_up_243,-0.00327193,-0.005266507,0.001388139,-0.011085125,0.000629276,-0.003551406,0.009249994,0.007819966,0.000815662,0.472366864,0.348018335,0.283069252,0.234679155,0.295845327,0.329202876,0.553004272,,,,,,,,,,,,,,,,,,
DMR_up_244,-0.020977114,-0.010178277,-0.004235811,-0.019702041,0.000181802,0.034021238,-0.004786535,0.024324986,-0.019625359,0.50624817,0.398816306,0.352686219,0.241923418,0.395886931,0.401329207,0.632480426,,,,,,,,,,,,,,,,,,
DMR_up_245,-0.020705185,-0.018507029,-0.019414017,0.011414886,0.02413533,3.45E-05,-0.023135706,0.028451153,-0.002979151,0.499294256,0.408785741,0.344696459,0.257111885,0.383342236,0.373500235,0.579974517,,,,,,,,,,,,,,,,,,
DMR_up_246,-0.003709845,0.009746343,-0.002993153,-0.013500831,-0.006262685,-0.014860319,0.014701765,0.009785989,0.003382893,0.412886063,0.337913623,0.281642036,0.248227435,0.30706625,0.33262,0.474209623,,,,,,,,,,,,,,,,,,
DMR_up_247,-0.017276368,-0.029589083,0.005217639,0.05478538,-0.064733426,-0.065187548,0.114741066,0.00919088,-0.024424907,0.439016797,0.357605109,0.273974915,0.271657756,0.272267391,0.37345903,0.514636138,,,,,,,,,,,,,,,,,,
DMR_up_248,-0.004941256,0.000580117,-0.008898046,-0.002900756,0.018904903,-0.035479162,-0.005336144,0.017206762,0.015922329,0.517796926,0.435167793,0.364620872,0.302180874,0.434246594,0.374210866,0.585405264,,,,,,,,,,,,,,,,,,
DMR_up_249,-0.027230255,-0.005274966,-0.016864307,0.007065482,0.003397756,0.000467753,0.00759792,0.006180099,-0.002569738,0.538894617,0.495317245,0.400300464,0.22001876,0.446077214,0.469271688,0.716126296,,,,,,,,,,,,,,,,,,
DMR_up_25,-0.00464803,0.033975841,0.003452852,-0.016870557,-0.027805951,-0.022287038,0.044687716,-0.017507104,0.002354239,0.394834226,0.26057584,0.227624121,0.138136998,0.240201402,0.28733043,0.544430529,,,,,,,,,,,,,,,,,,
DMR_up_250,-0.027550935,-0.040947186,0.009625377,-0.012085528,-0.009055037,0.015938581,0.020787272,0.011299366,0.004437157,0.529079203,0.441114128,0.368420042,0.294157792,0.410144645,0.436826603,0.635253719,,,,,,,,,,,,,,,,,,
DMR_up_251,-3.49E-05,-0.018270696,0.021085922,0.029423087,-0.024400461,-0.017721425,0.029077158,-0.011578774,-0.00761481,0.58309115,0.45117216,0.426239907,0.324145583,0.413833459,0.445544843,0.669881187,,,,,,,,,,,,,,,,,,
DMR_up_252,-0.028497411,-0.006687554,-0.010532372,0.011656866,0.008468433,-0.034839826,0.020156378,-0.000660032,0.012438108,0.404815234,0.34469932,0.307834078,0.252704077,0.288260421,0.327642881,0.486735567,,,,,,,,,,,,,,,,,,
DMR_up_253,0.005958769,0.007287871,-0.000756542,-0.017961639,-0.017152621,-0.007383383,0.010955763,-0.002180759,0.027191309,0.424819952,0.36703661,0.274389336,0.221623768,0.318883869,0.307607823,0.573756874,,,,,,,,,,,,,,,,,,
DMR_up_254,0.001831713,-0.00650401,-0.022845338,-0.009391526,-0.02247247,0.054823499,-0.01091101,0.014655406,0.002645449,0.457449149,0.377890192,0.268324352,0.234203934,0.344423372,0.352530915,0.509990111,,,,,,,,,,,,,,,,,,
DMR_up_255,0.013269063,-5.05E-05,-0.027292814,-0.006138641,0.009193309,0.021692073,0.012697352,-0.010866881,0.000766104,0.461271673,0.448601144,0.368821961,0.309738319,0.420852936,0.410503906,0.551903672,,,,,,,,,,,,,,,,,,
DMR_up_256,-0.031551993,-0.028554928,-0.005863825,-0.044518604,0.006158808,-0.001215208,0.040796875,0.006275245,0.026921636,0.563541109,0.441005731,0.410064665,0.340587743,0.425962583,0.442699395,0.637452452,,,,,,,,,,,,,,,,,,
DMR_up_257,0.018188058,0.01672968,0.010125577,-0.025475451,-0.042845618,-0.014408618,0.025547893,-0.027940575,0.058267113,0.499567537,0.421134775,0.381398417,0.357264396,0.42522601,0.419582332,0.57887037,,,,,,,,,,,,,,,,,,
DMR_up_258,-0.028213946,-0.019981496,0.014941371,-0.002769777,-0.011094512,0.020236377,0.00168042,0.000529991,-0.003542376,0.494568133,0.410899853,0.353448568,0.256921151,0.324415128,0.381008833,0.557651142,,,,,,,,,,,,,,,,,,
DMR_up_259,-0.005986423,-0.021000886,-0.002912398,-0.009286942,-0.000812774,-0.004883701,0.027813117,0.001695535,0.009388049,0.69053401,0.353949133,0.269024114,0.166043818,0.33348342,0.330925583,0.763455798,,,,,,,,,,,,,,,,,,
DMR_up_26,-0.00986499,0.012368442,-0.006607168,-0.009877185,-0.007292859,-0.013738894,0.010022465,0.008865365,0.006259835,0.4026389,0.248780399,0.175538414,0.181240543,0.219644938,0.258391106,0.41445773,,,,,,,,,,,,,,,,,,
DMR_up_260,-0.018705824,-0.028160595,-0.004584661,-0.007271773,-0.004079909,0.050542012,0.006361997,-0.01006806,-0.002739014,0.465641636,0.354420873,0.302963617,0.209678968,0.363442161,0.357028185,0.693553316,,,,,,,,,,,,,,,,,,
DMR_up_261,-0.008512265,0.021611028,0.002426199,-0.014769426,-0.010212662,-0.007637169,0.021491173,-0.005370129,-0.007539014,0.556202046,0.436994984,0.396890726,0.320813836,0.443988823,0.464657899,0.627803038,,,,,,,,,,,,,,,,,,
DMR_up_262,-0.021371014,-0.028890396,0.012310616,-0.014100073,-0.007572104,0.000223268,0.020877742,0.010001482,0.007149466,0.47203196,0.372273807,0.330630849,0.267357884,0.362144346,0.375679907,0.599289061,,,,,,,,,,,,,,,,,,
DMR_up_263,0.016465073,-0.024132968,0.013680949,-0.039336258,-0.000224533,-0.001346841,0.028856886,0.02359291,-0.001090142,0.513055614,0.396063134,0.349635077,0.294474547,0.351822569,0.38889971,0.55549,,,,,,,,,,,,,,,,,,
DMR_up_264,-0.008716236,-0.014083401,0.016040374,-0.015022511,-0.022363526,-0.016827253,0.027689993,0.006368112,0.018198211,0.483079991,0.482195451,0.404432195,0.24673035,0.362843573,0.472975729,0.671776435,,,,,,,,,,,,,,,,,,
DMR_up_265,0.016375302,-0.000709728,-0.003404162,-0.033249558,-0.03652197,0.043948312,0.037164784,-0.013295295,0.006067615,0.471529887,0.383633453,0.3268239,0.27216678,0.348843747,0.371005264,0.521092829,,,,,,,,,,,,,,,,,,
DMR_up_266,-0.008412611,-0.015495037,0.010994851,-0.049045577,-0.016232926,-0.014465557,-0.004918846,0.033364936,0.055798154,0.324120701,0.280518182,0.162464926,0.138237343,0.204684945,0.218466358,0.628090079,,,,,,,,,,,,,,,,,,
DMR_up_267,-0.004449008,-0.039506289,-0.002709874,-0.029627166,-0.007972175,-0.03265387,0.074475575,0.031406129,0.006587668,0.577728734,0.425489996,0.33622447,0.228517699,0.370740785,0.392694411,0.596042865,,,,,,,,,,,,,,,,,,
DMR_up_268,-0.03421611,0.011471038,-0.00204988,-0.032938837,-0.021473794,0.026327353,0.03098747,0.004575733,-0.016899086,0.470101512,0.402739804,0.343776255,0.26801568,0.384278678,0.394404349,0.527764831,,,,,,,,,,,,,,,,,,
DMR_up_269,-0.00436411,-0.024578777,-0.002573341,-0.011475316,-0.016154245,-0.001806744,0.050174934,-0.00325099,0.009664477,0.574075301,0.429246464,0.339963343,0.159086897,0.295697615,0.454043635,0.667990086,,,,,,,,,,,,,,,,,,
DMR_up_27,0.023938685,-0.002846045,0.009388333,-0.010140301,-0.001626544,-0.012839423,0.005651552,0.018339573,-0.005927144,0.332637333,0.267032487,0.247113059,0.130734998,0.244287064,0.276602681,0.471080805,,,,,,,,,,,,,,,,,,
DMR_up_270,-0.081940862,0.003219096,0.013296326,-0.018939074,0.003015751,0.004625797,-0.021753112,0.013697036,0.00283818,0.516015088,0.444219458,0.399766056,0.333145817,0.453943839,0.426770669,0.557380003,,,,,,,,,,,,,,,,,,
DMR_up_271,-0.167859134,-0.015092537,-0.001522391,-0.024415884,0.010075634,-0.022650136,0.005372106,0.013970291,0.034262915,0.570693164,0.442494734,0.375856941,0.281456549,0.434456339,0.450353396,0.624193863,,,,,,,,,,,,,,,,,,
DMR_up_272,-0.039213386,0.02580825,0.017253282,-0.03909451,0.001414862,-0.012890024,-0.024478221,0.040422784,-0.008436424,0.547029584,0.458371093,0.42366488,0.379546544,0.447454537,0.454439727,0.536231543,,,,,,,,,,,,,,,,,,
DMR_up_273,-4.86E-05,-0.024050741,-0.001735202,-0.026339833,-0.010148348,-0.012643107,0.047553236,0.024647734,0.00271626,0.428705838,0.379048918,0.323606638,0.254736496,0.372677324,0.388669628,0.521533463,,,,,,,,,,,,,,,,,,
DMR_up_274,-0.028595657,-0.000553755,-0.026939054,-0.010681081,-0.020137246,0.030561423,-0.002519024,0.02620618,0.004062557,0.465198453,0.394749735,0.320325329,0.267449952,0.355441395,0.39026619,0.502401262,,,,,,,,,,,,,,,,,,
DMR_up_275,0.029016203,-0.0145284,0.009952528,-0.008023497,0.001787924,-0.015613696,0.011717396,-0.010903806,0.025611553,0.524714167,0.452744855,0.388541306,0.356122771,0.37221356,0.418388413,0.616441266,,,,,,,,,,,,,,,,,,
DMR_up_276,-0.021814107,0.007309019,-0.003144656,-0.009919128,-0.000393122,-0.008367564,0.015380014,-0.00744203,0.006577465,0.55860032,0.449326721,0.370400488,0.260196118,0.425734227,0.465339686,0.583481875,,,,,,,,,,,,,,,,,,
DMR_up_277,-0.009051464,0.004461297,-0.033430737,-0.021368263,-0.029646455,0.057476449,0.019166298,0.009917178,-0.006575768,0.532584869,0.46245917,0.353127999,0.227908965,0.481190333,0.508883489,0.652390674,,,,,,,,,,,,,,,,,,
DMR_up_278,-0.022996566,-0.007107257,0.01993344,-0.01589339,0.010036611,-0.012650295,0.013736933,-0.00193216,-0.00612388,0.477374603,0.32150914,0.256322241,0.248717236,0.27238975,0.338652108,0.650626398,,,,,,,,,,,,,,,,,,
DMR_up_279,-0.0039771,0.062631831,-0.020663534,-0.01999929,-0.030074718,-5.51E-05,0.019155682,-0.014510261,0.003515436,0.507596123,0.37832154,0.328739224,0.245436925,0.380062589,0.387809936,0.547397063,,,,,,,,,,,,,,,,,,
DMR_up_28,0.008024354,-0.039341941,0.008258221,-0.020669004,-0.006185977,-0.020174939,0.040411621,0.04947899,-0.011776974,0.404769794,0.247589511,0.194333605,0.124507736,0.286663347,0.29294493,0.556216732,,,,,,,,,,,,,,,,,,
DMR_up_280,0.007931956,0.232684044,0.10336372,-0.093126126,-0.098747188,-0.163244398,0.035054465,0.092213975,-0.10819849,0.460009715,0.318259305,0.088644477,0.192091023,0.268824372,0.427102623,0.598312202,,,,,,,,,,,,,,,,,,
DMR_up_281,-0.00236999,-0.014881365,-0.002522931,-0.011147292,-0.002659314,-0.012757207,0.017911953,0.017069094,0.008987063,0.488837186,0.358816124,0.293784344,0.224415886,0.329184655,0.35098725,0.669072148,,,,,,,,,,,,,,,,,,
DMR_up_282,-0.021944327,-0.01723523,-0.000522611,-0.004041628,0.008288156,-0.002565378,0.009907348,0.006837118,-0.000667775,0.462981849,0.389663966,0.313292071,0.195165032,0.334439794,0.355269789,0.690136965,,,,,,,,,,,,,,,,,,
DMR_up_283,-0.000513253,0.020142968,0.013049946,-0.02861396,-0.011966862,-0.020894818,0.008864005,0.023412441,-0.003993721,0.521497545,0.433022109,0.394985819,0.30103587,0.433887636,0.475854779,0.613642052,,,,,,,,,,,,,,,,,,
DMR_up_284,0.008343585,0.013997503,-0.024466799,0.007999745,-0.001850747,-0.007683594,-0.011960284,0.017115801,0.006848376,0.374899279,0.435755626,0.365108708,0.183774206,0.400535094,0.364994431,0.585294426,,,,,,,,,,,,,,,,,,
DMR_up_285,-0.008689531,-0.006273619,0.001459405,-0.006715505,0.015616521,-0.011994763,5.51E-06,0.009846799,-0.001944347,0.439892506,0.383488001,0.325237811,0.262424439,0.324479839,0.367305692,0.602025267,,,,,,,,,,,,,,,,,,
DMR_up_286,-0.037819629,-0.021487161,0.004333212,-0.001974464,0.006153857,0.0060769,0.00779058,0.005498871,-0.006391796,0.562012422,0.470072154,0.391352119,0.303254624,0.377389061,0.441664652,0.617961388,,,,,,,,,,,,,,,,,,
DMR_up_287,-0.031846559,-0.012425363,0.013827766,-0.019575848,0.013224359,-0.006826069,0.003778929,0.003974806,0.00402142,0.459659482,0.346258487,0.244922956,0.210949295,0.303128338,0.326508383,0.548325786,,,,,,,,,,,,,,,,,,
DMR_up_288,0.037821785,-0.005551924,-0.000773707,-0.008801835,0.006937411,0.010274081,0.011398166,0.006127212,-0.019609404,0.429098075,0.395885557,0.352957206,0.289272568,0.346727212,0.396913339,0.462528257,,,,,,,,,,,,,,,,,,
DMR_up_289,-0.025117593,-0.034163555,0.000797285,0.016728526,0.028709762,-0.041444856,0.015830435,0.004966057,0.008576347,0.497101939,0.382697805,0.284100767,0.267344501,0.257164391,0.322078932,0.632743096,,,,,,,,,,,,,,,,,,
DMR_up_29,0.00016192,0.017625361,-0.017351878,-0.041093176,-0.066469704,0.113750456,-0.039285465,0.01142283,0.021401575,0.360287312,0.310699127,0.262522205,0.189665097,0.277508528,0.289418557,0.396322254,,,,,,,,,,,,,,,,,,
DMR_up_290,-0.025874313,-0.015852143,0.007751514,-0.00909766,-0.001981793,-0.01187707,0.026175038,-0.006278587,0.011160702,0.430826156,0.348098237,0.270405676,0.164402554,0.302581597,0.353848188,0.629870668,,,,,,,,,,,,,,,,,,
DMR_up_291,-0.006478769,0.010166361,-0.001296803,-0.012647544,-0.012553464,-0.014973732,0.013311658,0.008771873,0.00922165,0.467834329,0.372058288,0.29713389,0.220787515,0.335252702,0.348221162,0.582412513,,,,,,,,,,,,,,,,,,
DMR_up_292,-0.014969936,-4.21E-05,0.006938834,-0.013489607,0.000115583,0.00538733,-0.018213425,0.023294761,-0.003991403,0.473831557,0.387950348,0.3633085,0.299089848,0.379283131,0.349732829,0.488875623,,,,,,,,,,,,,,,,,,
DMR_up_293,-0.026872349,0.005446333,0.009688142,-0.022101754,0.002443707,0.002692996,0.012673354,-0.017636473,0.006793697,0.499282096,0.457360019,0.291479324,0.184311142,0.32128786,0.425104104,0.767066035,,,,,,,,,,,,,,,,,,
DMR_up_294,-0.020557442,0.054752425,-0.013473717,-0.031876498,0.00390315,0.009031253,-0.013733725,0.017354161,-0.025957049,0.467344534,0.432538081,0.290926207,0.224618864,0.415320293,0.382401098,0.465613077,,,,,,,,,,,,,,,,,,
DMR_up_295,0.01125197,-0.01771695,-0.002394283,0.005342181,-0.001630542,-0.005267207,0.008603517,0.010968057,0.002095226,0.405757207,0.337963859,0.284904271,0.213614568,0.289809496,0.326524381,0.539594669,,,,,,,,,,,,,,,,,,
DMR_up_296,-0.005335146,-0.000888297,0.000810069,-0.011281771,-0.01104502,-0.005322307,0.029104168,-0.005340583,0.003963741,0.634143462,0.457939574,0.381658491,0.225584695,0.460830445,0.472526919,0.753709287,,,,,,,,,,,,,,,,,,
DMR_up_297,-0.022085723,-0.031414411,0.010020527,-0.001586462,0.005482822,-0.000763875,0.012461744,0.004936834,0.000862819,0.443409456,0.331666744,0.249928452,0.180921346,0.255308161,0.313881364,0.584442529,,,,,,,,,,,,,,,,,,
DMR_up_298,-0.023584345,-0.024205796,0.008851351,-0.008925538,-0.003036878,0.013940677,-0.005714214,0.015442139,0.003648261,0.373428255,0.31144354,0.249399712,0.171517996,0.285593259,0.285941002,0.503067928,,,,,,,,,,,,,,,,,,
DMR_up_299,-0.031706477,0.013091712,0.006441406,-0.035802443,-0.010621374,0.016303314,0.011334256,0.005368759,-0.006115631,0.399502174,0.31700098,0.305202383,0.260195716,0.298733371,0.328666868,0.419015509,,,,,,,,,,,,,,,,,,
DMR_up_3,-0.015876502,-0.012372898,-0.000171583,-0.011328551,0.013854143,-0.005254834,0.015933273,-0.006800203,0.006140652,0.595346202,0.514196274,0.364529542,0.250814753,0.480730695,0.464018358,0.723736677,,,,,,,,,,,,,,,,,,
DMR_up_30,0.016325446,-0.0123391,0.045888411,-0.013976299,-0.02015272,-0.017569816,0.031282954,-0.003606762,-0.009526667,0.383216253,0.312428634,0.195264909,0.154090768,0.241433516,0.266581404,0.451081107,,,,,,,,,,,,,,,,,,
DMR_up_300,-0.015201224,0.008950826,0.007054223,-0.002352095,-0.012934559,-0.011443172,0.019570388,0.00896506,-0.017810668,0.493956126,0.289446766,0.270320586,0.192964507,0.295714822,0.305470996,0.647028562,,,,,,,,,,,,,,,,,,
DMR_up_301,0.001485523,0.208463143,0.164626375,0.000396562,-0.041050903,-0.317531097,-0.079420049,0.200930211,-0.136414244,0.35183622,0.219419556,0.132185634,0.336615758,0.247885233,0.275459336,0.434041822,,,,,,,,,,,,,,,,,,
DMR_up_302,0.035911101,0.04375603,-0.027709869,-0.013020679,0.005567791,0.006399453,0.0099159,-0.009995327,-0.014913298,0.44099933,0.346143066,0.289412672,0.212101927,0.291615372,0.310640427,0.555438012,,,,,,,,,,,,,,,,,,
DMR_up_303,-0.011059898,0.01941584,-0.001837381,-0.02619022,-0.028003329,0.005538673,0.043922434,-0.015742016,0.002896,0.477927197,0.398783076,0.300076114,0.229943376,0.313484544,0.373540531,0.614775872,,,,,,,,,,,,,,,,,,
DMR_up_304,0.008851721,0.02790274,-0.041487342,0.034930605,-0.041981439,0.013404455,0.013185903,0.052584532,-0.058539457,0.47344468,0.374586122,0.350639489,0.247636973,0.377141278,0.393192531,0.439860085,,,,,,,,,,,,,,,,,,
DMR_up_305,0.007774225,-0.003490625,0.009385412,-0.003854815,-0.010009809,-0.015617432,0.039818666,-0.006083305,-0.01014809,0.605378906,0.437458622,0.311027808,0.200148691,0.383554804,0.438965413,0.801513801,,,,,,,,,,,,,,,,,,
DMR_up_306,-0.051168779,-0.005882918,0.000637287,-0.008689105,-0.002704347,-0.007413115,0.024101671,-0.007457297,0.007407826,0.52392582,0.422420899,0.341455199,0.240653025,0.391835211,0.414921328,0.672454573,,,,,,,,,,,,,,,,,,
DMR_up_307,-0.030531275,-0.010175436,0.027248743,-0.035148145,-0.008436977,-0.007098394,0.025979566,0.016659225,-0.009028583,0.541394591,0.457394256,0.416235452,0.345841577,0.437555328,0.436880549,0.549300275,,,,,,,,,,,,,,,,,,
DMR_up_308,-0.030495135,-0.010136305,0.007653721,-0.005219216,-0.001341309,-0.002300045,0.007305984,0.002023059,0.002014109,0.468666658,0.353743517,0.304780382,0.221546614,0.25818646,0.34191119,0.558428814,,,,,,,,,,,,,,,,,,
DMR_up_309,-0.051740902,0.099102616,-0.019935329,-0.036813233,0.003689331,-0.021901255,-0.005945363,-0.004451021,-0.013745749,0.535829239,0.442899663,0.399056711,0.328184443,0.425539343,0.384716043,0.615661988,,,,,,,,,,,,,,,,,,
DMR_up_31,-0.005150869,-0.008337896,0.011304654,-0.005355588,0.002208505,-0.007104139,0.008196385,-0.004348416,0.003436494,0.384269661,0.265126823,0.197848197,0.130209809,0.193435357,0.254439632,0.585235752,,,,,,,,,,,,,,,,,,
DMR_up_310,-0.012355744,-0.012871642,-0.010823078,0.006302631,5.43E-05,-0.014842142,-0.000656654,0.040479459,-0.007642862,0.452941331,0.339916178,0.271420048,0.238412045,0.296307364,0.323832713,0.542713356,,,,,,,,,,,,,,,,,,
DMR_up_311,-0.034049971,-0.003288351,-0.019858313,0.007177678,-0.008127107,-0.006054956,0.006678045,0.025384416,-0.001911411,0.329046967,0.318213186,0.234554363,0.180368113,0.318555778,0.265889601,0.502375534,,,,,,,,,,,,,,,,,,
DMR_up_312,0.014317847,-0.021516141,0.008251159,-0.010169387,-0.014927349,-0.001207335,0.033242343,-0.011699115,0.018025826,0.529395925,0.375481625,0.293249128,0.204522699,0.292781343,0.353120836,0.66985355,,,,,,,,,,,,,,,,,,
DMR_up_313,0.009467015,0.009510671,-0.002056756,-0.022511946,0.020830531,-0.055520956,0.018905663,0.034157255,-0.003314465,0.414758053,0.342690718,0.270844012,0.237481981,0.289839614,0.325478083,0.488342529,,,,,,,,,,,,,,,,,,
DMR_up_314,0.016700024,0.026679214,-0.003449568,0.008642731,-0.012260386,-0.012222275,-0.017605491,0.027102535,-0.01688676,0.576960772,0.48082986,0.358274323,0.275129151,0.434183532,0.408401691,0.573944706,,,,,,,,,,,,,,,,,,
DMR_up_315,0.021395533,0.00113842,0.010957645,-0.003794079,-0.013145409,-0.023905328,0.019888785,0.014676159,-0.005816191,0.486462396,0.366293248,0.308788244,0.267799513,0.308570191,0.328340585,0.57254048,,,,,,,,,,,,,,,,,,
DMR_up_316,-0.021641066,0.009295088,0.01507075,0.000231238,-0.018555529,-0.041006804,0.026279253,-0.011788684,0.020474688,0.609870513,0.317076679,0.288999715,0.14903438,0.201326195,0.358039441,0.636124272,,,,,,,,,,,,,,,,,,
DMR_up_317,-0.020011068,-0.043371859,0.001250851,-0.040713669,0.004641803,0.004289637,0.029730619,0.028293644,0.015878974,0.540651731,0.457146594,0.389185379,0.308795783,0.436805119,0.438785202,0.562457328,,,,,,,,,,,,,,,,,,
DMR_up_318,-0.011983433,0.015497456,-0.010345653,-0.010460711,-0.022757402,-0.017211541,0.029265566,0.008251376,0.007760912,0.475440101,0.388109548,0.301350364,0.204231329,0.312616171,0.345552854,0.548089267,,,,,,,,,,,,,,,,,,
DMR_up_319,0.018965071,-0.050492224,-0.000205921,0.069353676,-0.025970588,-0.013424556,0.015991113,-0.005669815,0.010418315,0.462066274,0.36763292,0.316401677,0.254576351,0.31971303,0.318554102,0.573034773,,,,,,,,,,,,,,,,,,
