dmr,C3,C4,C7.1,C7.2,C9.1,C9.2,C10,C11.1,C11.2,P2,P4,P7,P8,P9,P10,P11,,,,,,,,,,,,,,,,,,
DMR_up_505,0.026801114,-0.01874203,-0.012242194,-0.005866791,0.011790641,0.004160043,-0.009812137,0.008249479,0.022462991,0.600408849,0.502500878,0.454612804,0.347841217,0.479487976,0.49799123,0.709374941,,,,,,,,,,,,,,,,,,
DMR_up_506,-0.095363386,0.016471668,0.032917008,-0.076161051,-0.071801864,0.039892978,0.041876025,0.016863883,-5.86E-05,0.420537266,0.328137251,0.32656185,0.174817295,0.219168977,0.377975383,0.624659369,,,,,,,,,,,,,,,,,,
DMR_up_507,-0.007021239,-0.007582498,0.006262651,-0.003325042,-0.0119228,-0.015654398,0.014093287,0.016472314,0.001656484,0.45696495,0.332724197,0.280872144,0.202652938,0.265234081,0.340417551,0.623254232,,,,,,,,,,,,,,,,,,
DMR_up_508,-0.01454449,-0.024617062,-0.025512912,-0.012738563,0.026817163,0.017990076,0.012166897,0.031159759,-0.025265359,0.446867095,0.324727355,0.28111565,0.226400685,0.297123105,0.290704769,0.527603298,,,,,,,,,,,,,,,,,,
DMR_up_509,-0.02660977,-0.038182546,0.017557622,-0.015963517,0.003184936,0.006194777,0.04254228,-0.010649818,-0.004683736,0.475998074,0.360840924,0.301276313,0.274670584,0.347197919,0.355345209,0.633472656,,,,,,,,,,,,,,,,,,
DMR_up_51,0.022164569,0.000488237,0.002081308,-0.029683326,0.000675721,-0.019248865,0.025073751,0.007196233,0.013416944,0.307084408,0.265369029,0.213727662,0.19560343,0.238545654,0.280379025,0.373387357,,,,,,,,,,,,,,,,,,
DMR_up_510,-0.029027225,-0.002823257,-0.009691697,0.01935736,-0.010441149,-0.004787335,0.004384157,0.022613358,-0.018611434,0.447260099,0.325181097,0.286454913,0.197985631,0.322634647,0.309236162,0.538258814,,,,,,,,,,,,,,,,,,
DMR_up_511,-0.032149659,-0.012832244,0.003022455,0.001406878,-0.015540008,-0.020857663,0.011228076,0.00720258,0.026369924,0.726435478,0.468975329,0.51353557,0.161911741,0.225239677,0.310511124,0.72390912,,,,,,,,,,,,,,,,,,
DMR_up_512,-0.050102185,0.01209678,-0.001332331,-0.014274872,-0.00861187,-0.015630422,-0.00815207,0.02098785,0.014916938,0.482847396,0.372740768,0.31372125,0.284552968,0.351600547,0.362028198,0.605172105,,,,,,,,,,,,,,,,,,
DMR_up_513,-0.02202202,-0.002791915,-0.00423526,-0.038447122,0.000286184,0.033741544,0.015587716,0.000682477,-0.004823627,0.440351659,0.324641321,0.301262672,0.242280014,0.304886888,0.344942671,0.464866283,,,,,,,,,,,,,,,,,,
DMR_up_514,-0.01315318,0.012002055,-0.009233328,-0.020368218,-0.015204247,-0.002960326,0.008093468,0.018659456,0.009011137,0.426248787,0.32447143,0.241865871,0.177793874,0.244727911,0.298130712,0.44114059,,,,,,,,,,,,,,,,,,
DMR_up_515,0.061860565,-0.021452782,0.00761672,-0.01307484,-0.019305627,0.013024179,0.027166239,0.003234606,0.002791506,0.338818808,0.290578019,0.237726258,0.179462292,0.250344654,0.27316603,0.441167488,,,,,,,,,,,,,,,,,,
DMR_up_516,-0.005281269,-0.001833687,-0.005232587,-0.013660497,0.005766293,-0.014912188,0.006601806,0.0113532,0.011917661,0.498265949,0.404995318,0.378602076,0.325152698,0.382681338,0.41428175,0.55106344,,,,,,,,,,,,,,,,,,
DMR_up_517,0.010153228,-0.003170955,0.006416256,-0.014087268,-0.011403149,-0.011247534,0.033558344,0.005734095,-0.005799786,0.620388096,0.5250492,0.419291922,0.343451067,0.425455061,0.508934141,0.761517905,,,,,,,,,,,,,,,,,,
DMR_up_518,0.02645668,-0.016349907,0.012130135,-0.010344531,-0.008986053,0.012773155,0.013869778,-0.007865965,0.004773389,0.615957195,0.40017974,0.299467122,0.146645058,0.30445026,0.378475787,0.808091036,,,,,,,,,,,,,,,,,,
DMR_up_519,-0.02393079,-0.021163307,0.00513748,-0.008519825,-0.00239186,-0.002070693,0.036570658,-0.001573938,-0.005988512,0.527617122,0.386579438,0.335486877,0.251616407,0.326031082,0.373409488,0.57144845,,,,,,,,,,,,,,,,,,
DMR_up_52,-0.007404587,0.017906032,0.018575799,-0.011813548,-0.058277318,-0.034075773,0.011409393,-0.001264989,0.057540404,0.331445115,0.228150473,0.223023306,0.1134365,0.238313171,0.274519046,0.471541206,,,,,,,,,,,,,,,,,,
DMR_up_520,0.023413801,0.032044564,-0.017233116,-0.00935288,-0.005327061,-0.034573161,0.00309982,0.018483292,0.012858539,0.530138741,0.436989813,0.342464441,0.229908094,0.353978765,0.397385163,0.571523123,,,,,,,,,,,,,,,,,,
DMR_up_521,0.069133893,-0.016669605,0.010871003,-0.003518401,-0.027025569,-0.021474183,0.042880654,0.014993917,-5.78E-05,0.330527723,0.242525901,0.248204397,0.203733022,0.21201121,0.277580908,0.380685109,,,,,,,,,,,,,,,,,,
DMR_up_522,-0.073960761,-0.015347693,-0.041067841,-0.025266426,-0.014884154,-0.034747833,0.078461072,0.010417269,0.042435606,0.488003853,0.395312392,0.340146994,0.26743258,0.373492068,0.415912302,0.526956728,,,,,,,,,,,,,,,,,,
DMR_up_523,-0.019387878,0.039595972,0.083741417,8.71E-05,-0.071015863,-0.190947737,0.127602904,0.082305536,-0.071369291,0.393163278,0.416007463,0.233580909,0.285009102,0.285828665,0.383087305,0.527171772,,,,,,,,,,,,,,,,,,
DMR_up_524,-0.047141415,0.020475033,-0.0011991,-0.016886365,-0.008923553,-0.012054488,0.026879749,0.007488259,-0.015779538,0.45809615,0.396261562,0.286090932,0.240486447,0.368572066,0.375127129,0.594311263,,,,,,,,,,,,,,,,,,
DMR_up_525,0.000225208,0.033347016,-0.02181257,-0.010752159,0.004626149,-0.021386791,0.01851981,-0.005213425,0.002671973,0.475015435,0.377825215,0.337645773,0.246456561,0.293698304,0.352126129,0.582830227,,,,,,,,,,,,,,,,,,
DMR_up_526,4.15E-05,-0.0232553,0.012520754,-0.013462047,-0.007667971,0.012403613,0.026065991,-0.002920617,-0.003684424,0.379441012,0.287205713,0.206322787,0.153341506,0.227516268,0.284897305,0.525464497,,,,,,,,,,,,,,,,,,
DMR_up_527,-0.005964611,-0.017506242,0.001342246,-0.007252984,0.035035061,-0.011544872,-0.002850036,0.008060282,-0.005283457,0.601542674,0.380409386,0.271670753,0.193500161,0.351983406,0.323628482,0.666218498,,,,,,,,,,,,,,,,,,
DMR_up_528,0.007405704,0.009712065,0.001902321,-0.017963703,-0.008908779,0.007444083,0.010401564,0.006605056,-0.009192609,0.489070739,0.368105183,0.315933281,0.240272029,0.349035842,0.380602488,0.546171112,,,,,,,,,,,,,,,,,,
DMR_up_529,-0.05208916,-0.02184858,0.027394072,-0.037480913,0.001781732,-0.029083408,0.044284151,0.000788646,0.014164298,0.534455262,0.4135718,0.362630579,0.261956515,0.379965506,0.424776099,0.643816371,,,,,,,,,,,,,,,,,,
DMR_up_53,-0.018059844,-0.031764719,-0.003364338,-0.019587178,0.015528989,0.023815869,-0.015094295,0.044047049,-0.013581377,0.313683346,0.280092077,0.252449045,0.184594934,0.243437255,0.234085274,0.415810991,,,,,,,,,,,,,,,,,,
DMR_up_530,-0.010582949,0.000425295,-0.012671597,0.006127049,-0.00652466,-0.016455384,0.013340755,0.026446282,-0.010687742,0.439576749,0.371640515,0.273297121,0.196463784,0.384909558,0.359332462,0.620461898,,,,,,,,,,,,,,,,,,
DMR_up_531,-0.036353744,0.019263125,0.009935745,-0.018022329,0.01148095,-0.011379991,-0.021141197,0.010963622,-0.001099922,0.503533673,0.392616526,0.352373185,0.262426368,0.33957578,0.339129235,0.520212962,,,,,,,,,,,,,,,,,,
DMR_up_532,-0.015733487,-0.023568222,0.00631303,-0.012299424,-0.015420932,0.002339545,0.019260802,0.006434862,0.016940336,0.625627972,0.322549371,0.399338157,0.229443858,0.384258613,0.377204492,0.708652259,,,,,,,,,,,,,,,,,,
DMR_up_533,0.027541836,-0.057655932,0.008918925,-0.010370772,0.01816294,0.00818253,0.023212743,-0.003174865,0.012724429,0.551464379,0.39158641,0.332279333,0.254505906,0.337903301,0.39340222,0.658906032,,,,,,,,,,,,,,,,,,
DMR_up_534,-0.015521817,-0.012526474,0.076343353,0.036413911,-0.024637243,-0.019400002,-0.02765521,0.013130159,-0.041668493,0.466568066,0.40605025,0.247735506,0.263342444,0.290181729,0.219756611,0.378205402,,,,,,,,,,,,,,,,,,
DMR_up_535,0.013784801,0.020027861,0.027717257,0.007613315,0.000377289,-0.069961256,-0.008297575,0.027305577,-0.004782471,0.375660411,0.345699476,0.269939208,0.24955817,0.201335693,0.365244647,0.53538375,,,,,,,,,,,,,,,,,,
DMR_up_536,0.001703695,-0.016591324,0.021685644,0.038011464,-0.003660718,-0.021414139,-0.021617095,0.01480736,-0.011221195,0.41114926,0.365572849,0.234245244,0.225045389,0.32888901,0.324253406,0.415145422,,,,,,,,,,,,,,,,,,
DMR_up_537,-0.002386984,-0.027857498,-0.001784889,-0.000361255,0.002410428,-0.005533867,0.022349749,0.001070563,0.009706769,0.462604691,0.300622459,0.21881077,0.107842901,0.216589985,0.293180405,0.72718664,,,,,,,,,,,,,,,,,,
DMR_up_538,-0.046185719,-0.008242126,0.001341971,-0.02218824,-0.001089861,-0.019384189,0.033102517,0.034261018,-0.017801091,0.343142251,0.320954967,0.31073229,0.202400703,0.313509349,0.302981196,0.522745332,,,,,,,,,,,,,,,,,,
DMR_up_539,-0.02053075,-0.012444069,0.0029367,-0.025746153,-0.002945761,-0.043159533,0.016234502,0.017278717,0.047845596,0.52279664,0.463188355,0.402383022,0.311578239,0.450822569,0.437110375,0.59261256,,,,,,,,,,,,,,,,,,
DMR_up_54,0.002597707,0.036524643,-0.019348439,-0.057925912,-0.024666982,-0.016061502,0.055730819,0.030790129,-0.005042754,0.409283254,0.329119226,0.201400335,0.155389582,0.232657956,0.273848638,0.448145812,,,,,,,,,,,,,,,,,,
DMR_up_540,0.015818972,-0.031034209,0.052878763,-0.00585013,-0.032315998,-0.040236194,0.030376484,-0.017912187,0.04409347,0.454875295,0.357327882,0.328044103,0.190239422,0.265430353,0.340032116,0.562542244,,,,,,,,,,,,,,,,,,
DMR_up_541,-0.003054481,0.060459074,-0.02234816,-0.002409259,-0.014110591,0.064529439,-0.08655343,0.023089867,-0.022656942,0.585566733,0.461837073,0.442735343,0.380899244,0.499018526,0.475398632,0.513258414,,,,,,,,,,,,,,,,,,
DMR_up_542,-0.029277368,0.011642299,0.016162828,-0.040510321,-0.008333034,-0.003266481,0.043109124,-0.024256587,0.005452171,0.419277851,0.388735573,0.315229904,0.240961125,0.362155172,0.394323899,0.554656487,,,,,,,,,,,,,,,,,,
DMR_up_543,-0.003772039,-0.016147067,-0.002184152,0.004887279,0.007439525,-0.005106279,-0.007112978,0.025668387,-0.007444712,0.332941435,0.271136857,0.207185577,0.180548658,0.226155914,0.282056725,0.409597084,,,,,,,,,,,,,,,,,,
DMR_up_544,0.01634442,-0.019471884,-0.029288867,-0.006835303,0.004453986,0.041501083,0.005317272,0.029983772,-0.025660059,0.41943865,0.35227541,0.31914142,0.248453708,0.339677973,0.35460342,0.478712188,,,,,,,,,,,,,,,,,,
DMR_up_545,-0.026265122,0.015588256,0.041375126,-0.05130914,-0.014484288,-0.036090707,0.011391772,-0.006554414,0.040083396,0.474014355,0.342728514,0.329017781,0.223086232,0.339635385,0.295057104,0.479105984,,,,,,,,,,,,,,,,,,
DMR_up_546,-0.068704158,0.012022224,0.022884306,-0.012247424,-0.019336555,-0.037164657,0.008329952,0.023788498,0.001723656,0.462976775,0.382566606,0.313763698,0.271701645,0.330446266,0.364696869,0.54503033,,,,,,,,,,,,,,,,,,
DMR_up_547,0.023247957,0.07966024,0.015300981,-0.007605149,0.00278178,-0.060569197,-0.009462876,-0.009603273,-0.010502506,0.486083662,0.402140639,0.331335471,0.276244784,0.302739749,0.402869754,0.578594406,,,,,,,,,,,,,,,,,,
DMR_up_548,-0.056848074,-0.030560905,-0.008866095,-0.014294224,0.022116931,-0.007566127,0.010025913,0.018107691,0.011036814,0.451017392,0.330809743,0.302529124,0.249544445,0.301184791,0.343142968,0.568268443,,,,,,,,,,,,,,,,,,
DMR_up_549,0.046780188,0.071048297,-0.014675991,-0.02986394,0.000779939,0.002209557,0.007129177,-0.027120929,-0.009506107,0.471203927,0.363446941,0.31389583,0.251157878,0.369530113,0.40190296,0.602468573,,,,,,,,,,,,,,,,,,
DMR_up_55,-0.000983617,-0.018875118,0.009112936,-0.009700673,0.038262185,-0.034801105,0.008397884,0.007582642,2.12E-05,0.320759682,0.284664251,0.251587591,0.195591767,0.223165694,0.250440448,0.444175496,,,,,,,,,,,,,,,,,,
DMR_up_550,0.01236076,-0.017269005,0.006135078,-0.00386957,-0.0063364,0.011778108,0.007866631,-0.006288531,0.007983687,0.488741409,0.417876998,0.391672158,0.289523449,0.371933023,0.394370385,0.616767468,,,,,,,,,,,,,,,,,,
DMR_up_551,-0.000473046,-0.008496094,-0.000404714,-0.00943561,0.007849021,-0.009519894,-0.003295427,0.029470915,-0.006168197,0.457664796,0.374089115,0.281829542,0.211693484,0.326040051,0.344977006,0.671218754,,,,,,,,,,,,,,,,,,
DMR_up_552,0.005776294,-0.001902283,-0.000490672,-0.006464927,-0.003654712,-0.010284768,0.013575076,0.011229757,-0.002007474,0.420901863,0.32024005,0.257304455,0.185885905,0.290901645,0.325678204,0.545409646,,,,,,,,,,,,,,,,,,
DMR_up_553,-0.009879058,-0.006312544,0.005407037,-0.021164932,0.006876872,-0.019340821,0.001692618,0.007143513,0.025698258,0.45941923,0.303372142,0.244011592,0.193840185,0.237398588,0.283889714,0.526776747,,,,,,,,,,,,,,,,,,
DMR_up_554,-0.011891589,-0.021149937,0.007423429,-0.005585534,0.008928127,-0.000631517,0.008259357,0.006105257,-0.003349182,0.403418635,0.334198272,0.266509345,0.214034525,0.249146705,0.286370796,0.565761845,,,,,,,,,,,,,,,,,,
DMR_up_555,-0.029605484,-0.027434587,-0.016105518,-0.00627702,0.048900425,-0.016397835,0.004369579,0.022480486,-0.009535531,0.45992488,0.303944684,0.295828232,0.188941417,0.323759931,0.286329681,0.589293942,,,,,,,,,,,,,,,,,,
DMR_up_556,-0.001504601,0.048317538,0.053269543,-0.02593015,-0.047662112,-0.027566054,0.019940807,-0.001457357,-0.018912218,0.435301704,0.317051868,0.300841688,0.250268407,0.313844169,0.326471693,0.420533539,,,,,,,,,,,,,,,,,,
DMR_up_557,0.008881624,0.020462219,0.004678395,-0.020667722,0.008591376,-0.029960123,0.005446579,0.004444535,0.00700474,0.429978417,0.356825145,0.315791562,0.271937107,0.384660664,0.386017067,0.557529043,,,,,,,,,,,,,,,,,,
DMR_up_558,0.000477464,-0.012212372,-0.014849061,-0.010090817,0.016197945,-0.004533964,0.025159076,0.017108599,-0.016779406,0.456393679,0.353859084,0.301187522,0.261208149,0.342832386,0.367695304,0.581059222,,,,,,,,,,,,,,,,,,
DMR_up_559,-0.026093441,0.004036807,0.011244532,0.02658369,-0.018985841,-0.007739511,-0.010416879,0.029260319,-0.033983117,0.509317963,0.387745337,0.335974454,0.279289407,0.317225609,0.348722382,0.574578173,,,,,,,,,,,,,,,,,,
DMR_up_56,-0.018753451,-0.013108146,0.014547808,-0.01925075,-0.002817395,-0.00464618,0.029465423,-0.009324305,0.005133546,0.329684908,0.25916622,0.196267227,0.14300553,0.184962228,0.260317848,0.461881768,,,,,,,,,,,,,,,,,,
DMR_up_560,-0.028937727,-0.017259584,0.005318019,0.003447331,-0.00166995,-0.014812134,0.006481684,0.012516437,0.005978195,0.391447339,0.265812879,0.242783998,0.174658132,0.239135117,0.279494639,0.493180719,,,,,,,,,,,,,,,,,,
DMR_up_561,-0.00846908,0.004616521,-0.014951093,0.002548919,-0.018575682,0.009580964,0.007513522,0.006933016,0.002333835,0.557691835,0.451882038,0.403864174,0.313935195,0.411139897,0.439623859,0.58419318,,,,,,,,,,,,,,,,,,
DMR_up_562,0.044000049,0.070481119,-0.01988862,-0.033081581,0.002263642,-0.001012162,-0.009329875,-0.001441363,-0.00799116,0.647917401,0.466654649,0.396659195,0.292462715,0.522931056,0.413144646,0.563762918,,,,,,,,,,,,,,,,,,
DMR_up_563,-0.05503054,-0.053943028,-0.001473327,0.043329869,-0.074720146,0.069083888,0.035615352,-0.0191708,0.001278189,0.47325642,0.36653843,0.425739139,0.260285951,0.327337395,0.361614151,0.543114641,,,,,,,,,,,,,,,,,,
DMR_up_564,-0.029940233,0.023661083,0.012228133,-0.01951602,-0.00137664,-0.016934455,0.003360214,0.014478373,-0.015900687,0.479744372,0.348104872,0.308142781,0.184771847,0.336612124,0.325487318,0.394736691,,,,,,,,,,,,,,,,,,
DMR_up_565,-0.058783947,0.020898832,-0.014379664,-0.013591744,-0.030397621,-0.002783965,0.056517785,-0.017726419,0.001462799,0.476888847,0.412902134,0.315643455,0.267675782,0.326133352,0.374423688,0.551866494,,,,,,,,,,,,,,,,,,
DMR_up_566,-0.015020948,-0.003860699,-0.000528219,-0.019205197,-0.004977139,0.034741701,-0.013842034,0.010897256,-0.003225666,0.517859624,0.367582147,0.299838134,0.230595308,0.36169541,0.324939933,0.618815694,,,,,,,,,,,,,,,,,,
DMR_up_567,-0.010452515,0.008226346,-0.009486313,-0.016113947,0.006881578,0.00757684,0.004440975,0.015064568,-0.016590044,0.40325187,0.353164812,0.211119848,0.188552733,0.299800507,0.29219321,0.463576485,,,,,,,,,,,,,,,,,,
DMR_up_568,-0.031726365,0.018861761,-0.01523268,0.002638873,0.016328603,-0.035289559,0.052885244,-0.024248392,-0.015943849,0.420788621,0.343212177,0.329253798,0.301594235,0.334199265,0.311814927,0.48849141,,,,,,,,,,,,,,,,,,
DMR_up_569,-0.015220927,0.022425915,0.005890207,0.019206218,-0.052788282,0.004850943,0.025830384,0.006504812,-0.031920197,0.410457424,0.328659533,0.264435949,0.185206321,0.301813997,0.300768094,0.500993488,,,,,,,,,,,,,,,,,,
DMR_up_57,-0.011835339,-0.009603253,-0.016906706,-0.00571392,0.010699674,-0.000328339,0.011167235,0.018201068,-0.007515759,0.413932093,0.348367807,0.295180325,0.267559773,0.365621317,0.360293166,0.532654056,,,,,,,,,,,,,,,,,,
DMR_up_570,-0.009291085,0.01385911,-0.008996969,-0.025592508,0.012922518,-0.014821671,0.009357102,-0.006528304,0.019800724,0.436234532,0.293638487,0.260066301,0.234185059,0.255852501,0.302418999,0.500175402,,,,,,,,,,,,,,,,,,
DMR_up_571,-0.028045277,-0.025257578,0.000758701,-0.028878099,-0.017937524,-0.003230883,0.006122757,0.063419929,0.005002696,0.468901589,0.374589993,0.345837973,0.28051792,0.358544257,0.355607127,0.524094625,,,,,,,,,,,,,,,,,,
DMR_up_572,-0.019095054,0.004204651,-0.005108672,0.024348177,-0.009478857,-0.018219029,-0.000461924,-0.01956045,0.024276103,0.594063964,0.479043141,0.485203031,0.298734626,0.435036207,0.50689725,0.706410078,,,,,,,,,,,,,,,,,,
DMR_up_573,0.048032374,0.012826007,0.006101917,-0.016777162,-0.008323701,-0.011599279,0.012620874,0.002720285,0.002431058,0.49738813,0.364534022,0.315131181,0.249629879,0.366723524,0.360983613,0.563154515,,,,,,,,,,,,,,,,,,
DMR_up_574,-0.056720229,-0.016158467,0.008165376,-0.008124083,-0.014818591,0.016813747,0.011849028,0.006732645,-0.004459657,0.528669437,0.412527163,0.277893703,0.185143407,0.300771777,0.38304302,0.670559967,,,,,,,,,,,,,,,,,,
DMR_up_575,0.017076601,-0.011292853,-0.017708855,-0.005107954,0.006341914,-0.060557077,0.04094474,0.026042856,0.021337226,0.493611048,0.353405502,0.305680575,0.231395063,0.334872578,0.393534905,0.535262981,,,,,,,,,,,,,,,,,,
DMR_up_576,0.008374498,-0.022846255,-0.003385206,-0.008325292,-0.007187874,0.001136212,0.039734281,0.011003971,-0.01012984,0.468341235,0.323654256,0.315250522,0.261565453,0.320773635,0.355479434,0.596056395,,,,,,,,,,,,,,,,,,
DMR_up_577,-0.021590725,-0.015651002,-0.002746587,-0.012938779,-0.005988949,-0.000732837,0.029199593,0.017351009,-0.008492445,0.488452279,0.362000315,0.312028199,0.242474461,0.331831918,0.354245855,0.585313609,,,,,,,,,,,,,,,,,,
DMR_up_578,-0.041383122,-0.011921334,0.014804562,-0.013260328,-0.024049305,0.028114991,0.020702625,-0.014726021,0.00033481,0.454908201,0.384123335,0.364401593,0.203788545,0.358543428,0.346256665,0.523801644,,,,,,,,,,,,,,,,,,
DMR_up_579,-0.010802294,-0.012518538,-0.0055825,-0.00613068,0.000516433,0.004398774,0.021394005,0.00698118,-0.009058676,0.425793041,0.319911459,0.273583222,0.17563888,0.270280586,0.349396733,0.56803131,,,,,,,,,,,,,,,,,,
DMR_up_58,0.015106087,-0.01045713,0.008269965,-0.002548265,-0.005389215,-0.013831122,0.018453845,0.003448435,0.002053488,0.347188537,0.272240681,0.222133812,0.159250405,0.203437868,0.259880033,0.451738205,,,,,,,,,,,,,,,,,,
DMR_up_580,-0.003127391,-0.03807585,-0.002040444,-0.029071834,0.002178804,0.050167432,0.026795962,-0.01073442,0.000780351,0.459849748,0.303021376,0.281403147,0.205773655,0.298677339,0.325997868,0.629698623,,,,,,,,,,,,,,,,,,
DMR_up_581,-0.032518326,-0.016421266,-0.013607575,-0.005985972,-0.010048259,0.019253617,0.023357454,0.011419785,-0.007967785,0.379510346,0.358256782,0.298412578,0.246095617,0.222537827,0.346990834,0.477757616,,,,,,,,,,,,,,,,,,
DMR_up_582,0.013030467,-0.034941504,0.013788294,-0.012909975,-0.021906254,0.020929905,0.043503808,-0.007999761,-0.000464513,0.377574201,0.375200215,0.25159779,0.147632336,0.12984355,0.45661508,0.802731384,,,,,,,,,,,,,,,,,,
DMR_up_583,-0.006003117,-0.000269825,0.000845515,-0.007635619,-0.009704042,-0.010822992,0.015168872,0.028546412,-0.016128324,0.595145191,0.530580265,0.390150648,0.28930373,0.501735759,0.522653114,0.700365761,,,,,,,,,,,,,,,,,,
DMR_up_584,-0.029353392,-0.01417542,0.014365107,-0.008660263,-0.009721675,-0.016199703,0.015364411,0.007898428,0.011129116,0.369683466,0.340057239,0.275227313,0.214541804,0.302368142,0.302457335,0.497432916,,,,,,,,,,,,,,,,,,
DMR_up_585,-0.008048596,-0.013463502,-0.014635614,-0.017542065,-0.025928247,0.098446961,-0.017979045,-0.001230275,-0.007668215,0.433624217,0.312489883,0.24783099,0.191107122,0.268207723,0.29296991,0.596312793,,,,,,,,,,,,,,,,,,
DMR_up_586,-0.029551237,-0.040702782,0.062520016,0.006617458,-0.036128724,-0.028239736,0.045227902,0.030774105,-0.040068239,0.397372408,0.403103383,0.372725694,0.339752438,0.376675043,0.363612025,0.535045311,,,,,,,,,,,,,,,,,,
DMR_up_587,-0.027771201,-0.051416653,-0.010553533,-0.025919405,-0.039179882,0.163539385,0.000927723,-0.022054654,-0.015342984,0.433361075,0.296471385,0.229203555,0.137045209,0.225975484,0.266786565,0.647818692,,,,,,,,,,,,,,,,,,
DMR_up_588,0.018120648,-0.014983245,0.042431576,-0.007485646,-0.032430024,-0.021148969,-0.011127563,-0.016127032,0.060870906,0.516202602,0.446168264,0.313141046,0.223825033,0.307247925,0.347227389,0.591055757,,,,,,,,,,,,,,,,,,
DMR_up_589,-0.035405589,-0.028022047,0.076328242,-0.030273224,-0.013067089,-0.019272332,0.061038419,-0.011977415,-0.034754552,0.462565289,0.380019259,0.318542287,0.229115271,0.343047924,0.347842985,0.509224991,,,,,,,,,,,,,,,,,,
DMR_up_59,-0.017227833,0.002721118,0.013910558,-0.015611973,-0.003501468,-0.017033525,0.012668154,-0.032418947,0.039266086,0.306498167,0.229102476,0.178928858,0.136617542,0.231471316,0.227964345,0.351151291,,,,,,,,,,,,,,,,,,
DMR_up_590,0.02097923,-0.01373224,0.002302518,-0.003615582,0.0097431,-0.005575715,0.004820626,0.005197125,0.000860168,0.400944192,0.310316181,0.271235721,0.177934269,0.262568834,0.261751727,0.600794763,,,,,,,,,,,,,,,,,,
DMR_up_591,-0.058692966,-0.006185393,-0.02307236,-0.028863572,-0.011358344,0.083158649,-0.02109283,0.012866527,-0.005452678,0.383027333,0.307878469,0.278511504,0.226895096,0.283405624,0.286543702,0.427590731,,,,,,,,,,,,,,,,,,
DMR_up_592,-0.021352394,-0.047504394,-0.020549493,-4.28E-06,-0.001474712,0.079712307,0.033710848,-0.02475665,-0.019133632,0.488246362,0.3178623,0.222264038,0.234312854,0.282113975,0.293827024,0.551773305,,,,,,,,,,,,,,,,,,
DMR_up_593,-0.029469838,-0.049863617,0.081274077,0.038503874,-0.034523811,-0.076821916,-0.020173828,-0.02269832,0.084303543,0.490388691,0.419867622,0.36003987,0.329885711,0.252292062,0.308544123,0.506231171,,,,,,,,,,,,,,,,,,
DMR_up_594,-0.006373327,0.008587536,0.026285741,-0.027309391,-0.004379479,-0.007496741,0.00520698,0.002780198,-0.003674847,0.614982417,0.534423715,0.389816457,0.137030389,0.541334758,0.505119656,0.659095507,,,,,,,,,,,,,,,,,,
DMR_up_595,-0.035028432,-0.020469309,-0.000350067,-0.016472366,0.019191044,-0.033550487,0.060693914,-0.009881307,0.000838581,0.471555313,0.339992449,0.30891403,0.258143768,0.301017112,0.311383021,0.577713423,,,,,,,,,,,,,,,,,,
DMR_up_596,-0.033226706,-0.015233761,-0.000413481,-0.004358388,-0.005812558,0.01456891,0.012594265,-0.012697275,0.011352285,0.409039525,0.33774798,0.277023052,0.186901322,0.283387566,0.313273296,0.520862184,,,,,,,,,,,,,,,,,,
DMR_up_597,-0.014478744,0.033221885,0.158871703,-0.040773104,-0.060844974,-0.059274871,-0.074081382,-0.015053792,0.057934534,0.330971576,0.373620325,0.458262726,0.311671115,0.329308886,0.257705337,0.449272688,,,,,,,,,,,,,,,,,,
DMR_up_598,0.07593459,-0.016440184,0.090083762,-0.033601241,0.021768738,-0.104601582,-0.000223451,0.055678028,-0.012664068,0.521577865,0.429212833,0.311482852,0.290899678,0.374447592,0.34115634,0.515342202,,,,,,,,,,,,,,,,,,
DMR_up_599,-0.020246841,-0.025032269,0.005394192,-0.011303527,0.008307092,0.027086991,-0.000938183,0.004987203,-0.008501496,0.328207369,0.266288783,0.21141811,0.16375521,0.226915942,0.237028887,0.494699465,,,,,,,,,,,,,,,,,,
DMR_up_6,-0.01923207,-0.011544813,-0.001049385,-0.000116478,0.001050186,-0.002954479,0.01350069,-0.003913942,0.005028223,0.357123929,0.238189459,0.211925056,0.109720211,0.246409782,0.257462741,0.534427942,,,,,,,,,,,,,,,,,,
DMR_up_60,-0.010735513,-0.02418058,-0.01196873,-0.002857575,0.033190734,-0.006994013,0.022782127,0.010159982,-0.020131945,0.247097204,0.2747558,0.202151043,0.153338861,0.221688171,0.196865528,0.533325929,,,,,,,,,,,,,,,,,,
DMR_up_600,-0.022128859,-0.045329104,0.011627354,0.000635905,0.006675576,0.037251859,0.005942046,-0.010236774,-0.006566859,0.440170446,0.357862502,0.306718633,0.261613022,0.339188744,0.35483664,0.540048885,,,,,,,,,,,,,,,,,,
DMR_up_601,-0.025826622,-0.024358104,0.007951142,0.004857058,-0.026203231,-0.020802534,0.027079239,0.004498655,0.026977773,0.412360839,0.306831751,0.252769147,0.176764816,0.240163009,0.328407172,0.532058955,,,,,,,,,,,,,,,,,,
DMR_up_602,-0.015346177,-0.028205349,0.00105529,-0.01531273,-0.002236878,-0.018479536,0.026474531,0.025251174,0.011453497,0.467610411,0.373051197,0.342345051,0.256651613,0.345995731,0.371496205,0.524795014,,,,,,,,,,,,,,,,,,
