"","C3","C4","C7.1","C7.2","C9.1","C9.2","C10","C11.1","C11.2","P2","P10","P4","P8","P7","P9","P11","Control","Mutant"
"DMR_up_ 1047",0.0025977070132629,-0.0149164014897983,-0.0152574570383965,-0.00341124652435151,0.033805216332446,-0.00508961222947696,0.0106817389601994,0.0130391105364531,-0.021449055560338,0.430673003518886,0.417901163058481,0.397256236046142,0.321209494625314,0.358747436843895,0.437984171674307,0.59211528656173,3.08395284618099e-18,0.422269541761251
"DMR_up_ 1048",-0.000983617196789868,0.00366594570764157,-0.0211066699083075,-0.000835867236139709,-0.00749800247782199,0.00368200595012123,0.00815506467757886,0.0175978152705562,-0.00267667478683885,0.443175872555197,0.341599659622088,0.330296325595156,0.252813828455939,0.267708935699896,0.339838655088148,0.551971446175824,-4.62592926927149e-18,0.361057817598893
"DMR_up_ 1049",-0.0187534506745985,-0.00811294892770634,0.010614146714992,-0.000204083932083474,-0.00304503340565125,-0.011486940783453,0.0207980258489572,0.00579261632285859,0.00439766883668478,0.349532718690666,0.262224214624795,0.274584862633852,0.161594586707065,0.224477993511023,0.205782048994661,0.454082386144586,-3.08395284618099e-18,0.276039830186664
"DMR_up_ 105",-0.0118353393338957,-0.0101851608727235,-3.38757863641431e-05,-0.0115142328717515,0.0123135597231671,-0.0148933280685988,0.0369144439099503,-0.00260405401985241,0.00183798732006867,0.29071354644758,0.2415641029017,0.270434709456359,0.147971188303977,0.196413998104794,0.230859084309867,0.46217129461141,6.16790569236198e-18,0.26287541773367
"DMR_up_ 1050",0.0151060874680162,-0.00484012438944292,0.00249348296360236,-0.0342703245173189,0.00325621175238544,-0.014064813030164,0.0158325930001618,0.0564890038370793,-0.0400021170843192,0.320864740682645,0.247301381488518,0.263806829048448,0.183211047724214,0.226679616410975,0.264191919998355,0.364383071342417,0,0.267205515242225
"DMR_up_ 1051",-0.0172278331765335,0.0364890091819123,-0.00488192462138981,-0.00710804586216819,-0.00461386005201449,0.00203203065784434,-0.0115519032946899,0.00601896200020004,0.000843565166839283,0.390042053719661,0.188507261074967,0.255684851420573,0.141930075640775,0.193759079479906,0.26593006880626,0.496481035294489,0,0.276047775062376
"DMR_up_ 1052",-0.0107355128099458,0.00266986030254227,-0.0143757901481359,0.00228603056079986,0.00578842124336135,5.44024724086628e-05,0.0218362801086705,-0.00584272156475552,-0.00168097016494537,0.313259087705254,0.287528303924791,0.258459183481315,0.180937893827349,0.20883547344845,0.226992724555846,0.427160504635184,1.5419764230905e-18,0.271881881654027
"DMR_up_ 1053",-0.0181741595994734,-0.0435013247984998,0.00956311934933607,-0.0016813930083005,0.0132733999122093,-0.024967713624247,0.0215225404464612,0.0279244601008016,0.0160410712217124,0.332697232459884,0.247402240935095,0.260969973394919,0.186253541367509,0.239439047458325,0.237176580584324,0.417674618577609,-2.46716227694479e-17,0.274516176396809
"DMR_up_ 1054",0.0443929485609554,0.0130829759440783,-0.0477030885690786,-0.0450723233675318,0.0345863419126533,-0.052637187631743,0.0228861750077059,0.0462387036824171,-0.0157745455394568,0.309843863610337,0.265409635404836,0.215029945493416,0.177335124397657,0.12387488512866,0.173907786596883,0.557640629649395,-2.46716227694479e-17,0.260434552897312
"DMR_up_ 1055",0.0551712893323663,-0.0267392296561709,-0.0614655702332677,-0.0575035966818204,0.103603201927106,-0.0507398137004808,-0.00712867141108253,0.0784257766841334,-0.0336233862607832,0.306975183437645,0.246144740853504,0.236734501317592,0.227946282016627,0.13438929822264,0.260761690627863,0.504180317383347,9.25185853854297e-18,0.273876001979888
"DMR_up_ 1056",0.0500827511497684,0.0148981022857044,-0.0153471200195396,-0.00700353910438456,-0.0109801591096409,-0.0230741997688882,0.00992003144970241,-0.0251294332683204,0.00663356638559828,0.48637674436354,0.397715608248777,0.395216695413852,0.216792005604333,0.323129271924031,0.36939942183181,0.548673514002428,-1.2335811384724e-17,0.391043323055539
"DMR_up_ 1057",-0.0498827821789914,-0.0399833026032924,0.0124740670791467,-0.0264794198223519,-0.00552325764415323,0.0111184452975053,0.0265977556292022,0.039549239984387,0.0321292542585475,0.482746158533408,0.382925627598601,0.380400507244561,0.29318935848763,0.372605644343324,0.36818476975054,0.417547257351131,-1.85037170770859e-17,0.385371331901314
"DMR_up_ 1058",-0.0617958149340925,0.0325832216856376,-0.00985069937184603,-0.0347351536340244,0.0118508854189755,-0.00686811519101344,0.0589793843391295,-0.0120711212822854,0.0219074129695193,0.390420425190376,0.219934659008878,0.254129491450223,0.1944894043879,0.158750280961052,0.215180574045972,0.565235656612788,-6.16790569236198e-18,0.285448641665313
"DMR_up_ 1059",0.0302817991831491,0.0228665572514424,0.000727034542688743,-0.0331524922424687,-0.0160898499617856,-0.0198597313350953,-0.00482018218199531,0.0336027021980297,-0.0135558374539648,0.35786604959618,0.238593496551046,0.260204816030724,0.159033030451687,0.208118095050181,0.235711814309946,0.356795702938134,1.85037170770859e-17,0.2594747149897
"DMR_up_ 106",0.0381549420373536,0.00861559756814134,0.00483658623765215,0.012786160625749,-0.0548464577438467,0.00254331734079932,-0.00634362600221111,0.0149413702192582,-0.020687890282896,0.344958404005234,0.253529223345749,0.254940194905568,0.189347238912081,0.243945559699682,0.223545956530609,0.389073250931756,-2.46716227694479e-17,0.271334261190097
"DMR_up_ 1060",-0.033373700895475,-0.00596900439821835,0.0228506544254983,-0.00713859333459033,-0.0120660722487433,0.0468414329629629,-0.00659313639332165,0.00589498045309866,-0.0104465605712112,0.33605514643571,0.250673855888559,0.262134896120381,0.172980915861046,0.224130613280415,0.241661182375463,0.432238363533795,6.16790569236198e-18,0.274267853356481
"DMR_up_ 1061",-0.00730943721452698,-0.0134649601165273,0.00595399623637449,-0.0046398574120626,0.00350704462548798,-0.0275207389366625,0.0104697723901621,0.0347125274087456,-0.00170834698099068,0.322606127999523,0.228846522440169,0.254895560905847,0.168863358142351,0.219238511461321,0.236303558418977,0.454609471213232,1.2335811384724e-17,0.269337587225917
"DMR_up_ 1062",-0.045742150906294,0.0416265561492559,0.0240297827312149,0.0245903333301415,0.0329289742912901,-0.0909650512840827,-0.065771811413124,0.0375916872370924,0.0417116798645058,0.332261403729899,0.2327510262963,0.294048134442972,0.161800232412605,0.20488560954738,0.250449051594359,0.395820958244132,-6.16790569236198e-18,0.267430916609664
"DMR_up_ 1063",-0.0483470434981626,-0.0325556053688571,0.015076223287279,0.00432897110351976,-0.0131966306059399,-0.0104634924124295,-0.00688077052993763,0.0704349161665897,0.0216034318579383,0.33996664916005,0.244815330583426,0.356589388268059,0.180840540488093,0.225297986993993,0.249809619056861,0.464845680570205,6.16790569236198e-18,0.294595027874384
"DMR_up_ 1064",0.0379960408628142,0.00425641235539995,0.0110409461567644,-0.0203503473325099,0.0040859084635729,-0.0430552046148932,-0.0198773137340633,0.029616252813174,-0.00371269497025903,0.324316949214049,0.227500367508412,0.278385928595056,0.111517845285213,0.196092299956187,0.216666485493161,0.481071526635571,-3.08395284618099e-18,0.262221628955379
"DMR_up_ 1065",-0.00601883719488262,-0.0020860316127877,0.000375964783425456,-0.00763542872610946,-0.00215691705275413,0.00435217466152295,0.0166404179022104,0.00666252667427468,-0.0101338694348995,0.365755706792124,0.225435911177403,0.247438852299242,0.147622489020565,0.163305410804187,0.192631994787991,0.456212561122466,4.62592926927149e-18,0.256914703714854
"DMR_up_ 1066",0.00215469036759558,-0.0366443031455569,-0.0198749083477144,0.000826840641792503,0.00803370285912436,-0.00531811584086039,0.0129476742787752,0.0160819411414855,0.0217924780453584,0.44421969162185,0.307982554401068,0.374356014338792,0.245329400612616,0.29630216242548,0.312484031000036,0.517205893802388,-1.2335811384724e-17,0.35683996402889
"DMR_up_ 1067",-0.0044505227511723,-0.00604885709536063,0.0652552419331895,-0.0298938213892299,-0.0357284094167639,-0.00271509232642461,0.0213599527002535,0.0074833865208018,-0.0152618781752933,0.548801628524394,0.379771052864998,0.449383759160599,0.278826131195846,0.365015296227701,0.422710899861576,0.592747708358366,1.2335811384724e-17,0.433893782313354
"DMR_up_ 1068",-0.0201776802901958,-0.0244552606628337,0.0018043170996086,-0.00150789285452063,-0.029049479147868,0.00200256748387009,0.0278215312931475,0.0195991595932044,0.0239627374855876,0.418453288160054,0.229442452196152,0.240106087994608,0.122038509485525,0.267312439775139,0.245295374006477,0.444517815340039,-6.16790569236198e-18,0.281023709565428
"DMR_up_ 1069",0.0346378923292852,0.00521891118422235,-0.0202167526833586,-0.0751672761946114,0.0674038460897806,-0.00104380291884359,0.0568253655587967,-0.0129706987310224,-0.054687484634249,0.336491582642057,0.261410442781156,0.219712208624279,0.137730139097105,0.249142436204544,0.275925695580511,0.37467641459488,-2.77555756156289e-17,0.265012702789219
