"","States","total_count","filtered_count","total_percentage","filtered_percentage","table","fold_change"
"177","6_EnhG",3854,12,0.470182912620885,0.0664415037927025,"E040",0.141309907291921
"178","7_Enh",69962,541,8.53527164836077,2.99540446265434,"E040",0.350944244783307
"179","8_ZNF/Rpts",929,6,0.113336773696109,0.0332207518963512,"E040",0.293115383586147
"180","9_Het",2623,2,0.320002537572543,0.0110735839654504,"E040",0.0346046754799251
"181","10_TssBiv",3927,287,0.479049074777767,1.58888335270996,"E041",3.31674443468459
"182","11_BivFlnk",15884,2935,1.93766628565573,16.2486851575043,"E041",8.3856984444592
"183","12_EnhBiv",22007,5177,2.68460223800212,28.6607983170016,"E041",10.6759943470549
"184","13_ReprPC",38037,5637,4.64007885340513,31.207440624481,"E041",6.72562721678304
"185","14_ReprPCWk",99164,387,12.096873555198,2.14250124564026,"E041",0.1771119815268
"186","15_Quies",268902,71,32.8029677376856,0.393068703980513,"E041",0.0119827177566296
"187","1_TssA",99858,2133,12.1815336157775,11.8086696562033,"E041",0.969391049490576
"188","2_TssAFlnk",64060,971,7.81458714801726,5.37562974035321,"E041",0.687896831724134
"189","3_TxFlnk",5408,184,0.6597141320087,1.01865692299175,"E041",1.54408837641562
"190","4_Tx",55137,24,6.72608322791489,0.132868294303272,"E041",0.0197541852815374
"191","5_TxWk",75693,71,9.23368006548346,0.393068703980513,"E041",0.0425690191985152
"192","6_EnhG",11677,42,1.42446041410237,0.232519515030726,"E041",0.163233398926884
"193","7_Enh",54952,144,6.70351534433101,0.797209765819631,"E041",0.118924135303697
"194","8_ZNF/Rpts",1637,0,0.199695272577338,0,"E041",0
"195","9_Het",3406,0,0.415493035063172,0,"E041",0
"196","10_TssBiv",2765,286,0.337307832129272,1.58343483556638,"E042",4.69433166010665
"197","11_BivFlnk",6992,1711,0.85296794294679,9.47292658620308,"E042",11.1058412740302
"198","12_EnhBiv",13636,3749,1.66348267591854,20.7562839109733,"E042",12.4776074986847
"199","13_ReprPC",29045,6230,3.54325713714095,34.4923042852397,"E042",9.73463199260541
"200","14_ReprPCWk",100499,1538,12.2600722680505,8.51511460524859,"E042",0.694540327257187
"201","15_Quies",299586,155,36.547090125237,0.858155243051711,"E042",0.0234808090086255
"202","1_TssA",52622,1256,6.41946211294994,6.95382571143838,"E042",1.08324117957024
"203","2_TssAFlnk",55243,1226,6.7392030995723,6.78773114826708,"E042",1.00720085861455
"204","3_TxFlnk",57807,1463,7.0519905431815,8.09987819732034,"E042",1.14859459151601
"205","4_Tx",53470,32,6.52291131426843,0.177167534049385,"E042",0.0271608068105791
"206","5_TxWk",81219,120,9.90806684184715,0.664378252685195,"E042",0.0670542764083065
"207","6_EnhG",8474,32,1.03376006128877,0.177167534049385,"E042",0.171381678093187
"208","7_Enh",52480,264,6.4021392514084,1.46163215590743,"E042",0.228303712010932
"209","8_ZNF/Rpts",1269,0,0.154807826029673,0,"E042",0
"210","9_Het",4619,0,0.563480968030781,0,"E042",0
"211","10_TssBiv",2693,213,0.328519600164931,1.17868407946434,"E043",3.58786531723704
"212","11_BivFlnk",15207,2912,1.85510492376833,16.1142161474185,"E043",8.68641764730227
