dmr,k546_2_bm_w_4d,k546_4_bm_w_4d,k602_1_bm_w_4d,k520_bm_w_23d,k528_bm_w_23d,k529_bm_w_23d,k534_bm_w_3m,k535_bm_w_3m,k536_bm_w_3m,k458_bm_w_1y,k462_bm_w_1y,k464_bm_w_1y,k546_1_bm_m_4d,k546_3_bm_m_4d,k602_2_bm_m_4d,k518_bm_m_23d,k519_bm_m_23d,k526_bm_m_23d,k541_bm_m_3m,k542_bm_m_3m,k543_bm_m_3m,k460_bm_m_1y,k461_bm_m_1y,k463_bm_m_1y,c.4d,c.23d,c.3m,c.1yr,m.4d,m.23d,m.3m,m.1yr
bm_all_dmr_188,0.172428309211609,0.182303013485679,0.178154053622958,0.176682561317877,0.179797968318988,0.170034787082354,0.236527489429377,0.226417343294415,0.225730436536031,0.221561649054017,0.231989852008485,0.232641285461719,0.339412190942577,0.330589991126518,0.327374683393524,0.553924167235315,0.557789482427765,0.533849207957383,0.725393288314724,0.683935510999598,0.714594881319452,0.772061547730124,0.858265474273379,0.778932727508296,0.177628458773415,0.175505105573073,0.229558423086608,0.228730928841407,0.332458955154206,0.548520952540154,0.707974560211258,0.8030865831706
bm_all_dmr_189,0.182035965321434,0.186161476524286,0.16794294118267,0.221556640129776,0.220754186397331,0.199423948741614,0.241001525924768,0.27062447634088,0.245503664047208,0.255325207114043,0.270755318248845,0.287833967330495,0.489882283777732,0.486409293941795,0.46830908272486,0.585649498350455,0.618457143628706,0.608910923188204,0.666022371601565,0.658638468107876,0.66017258935449,0.680999615327791,0.727751339632571,0.673418943963095,0.178713461009463,0.21391159175624,0.252376555437619,0.271304830897794,0.481533553481462,0.604339188389122,0.66161114302131,0.694056632974486
bm_all_dmr_19,0.116691273927169,0.0904333895791586,0.0781402227226446,0.152769799130248,0.140486518878177,0.160454992223742,0.122166676680119,0.129127551813882,0.145561312932519,0.161203570288513,0.163549419999096,0.147598288031913,0.427194396270766,0.417350249646153,0.427777059981607,0.527178731596087,0.558022682086001,0.561563532285558,0.549610095081962,0.530971332399163,0.536324964452422,0.609375103174749,0.642478116778311,0.606339378562992,0.0950882954096574,0.151237103410722,0.132285180475507,0.157450426106507,0.424107235299509,0.548921648655882,0.538968797311182,0.619397532838684
bm_all_dmr_190,0.0940300206347669,0.094046849330487,0.103025378598989,0.1043190374505,0.103103018522163,0.0993865825036354,0.116736307453045,0.126975537690821,0.11886615830586,0.121802376472818,0.116032142713326,0.107727533210736,0.347467068795116,0.33229323709324,0.33960003779676,0.44335328604778,0.447953318563528,0.454849622819661,0.464265481477605,0.475367615673322,0.49758790719172,0.501693342838502,0.518491727432184,0.526575881071046,0.0970340828547476,0.102269546158766,0.120859334483242,0.11518735079896,0.339786781228372,0.44871874247699,0.479073668114216,0.515586983780577
bm_all_dmr_191,0.166918680348319,0.178161385171564,0.151633105130193,0.207883191900159,0.226575988510908,0.237188764527339,0.243931234277855,0.25659712709971,0.243834420927313,0.254546089990887,0.255413984670858,0.24116295143228,0.728296482197657,0.721892955580066,0.715632677480085,0.801074887835021,0.824633884372775,0.827202204469488,0.833298028271068,0.843864522779167,0.834483784662144,0.835471275588757,0.866551032343054,0.850061483287571,0.165571056883359,0.223882648312802,0.248120927434959,0.250374342031342,0.721940705085936,0.817636992225761,0.83721544523746,0.850694597073127
bm_all_dmr_192,0.0635122903711536,0.0683238883615613,0.0713654374692948,0.0742079196562137,0.0717336469991919,0.0611881352945078,0.06835226275198,0.0685343655440604,0.0764230995360165,0.0937242214782675,0.0745908425141059,0.0728584367954613,0.279681030584666,0.266850632250235,0.265502840676567,0.381290356939366,0.40006266142227,0.398940674351428,0.395115582721471,0.402835970651494,0.390879342186972,0.437682699452362,0.452069037745984,0.452011422680198,0.0677338720673366,0.0690432339833045,0.0711032426106856,0.0803911669292782,0.270678167837156,0.393431230904355,0.396276965186646,0.447254386626181
bm_all_dmr_193,0.125335433205739,0.111708132670152,0.109165048337381,0.208099777254815,0.236945409168271,0.231881584114003,0.299912991558971,0.315874006340785,0.29954393477789,0.328475752252589,0.37105195871572,0.346413426854215,0.512045310555794,0.503489787896985,0.504844618199536,0.624857367538782,0.648540173122471,0.658292133221049,0.71790105281364,0.714801445051364,0.712333112628076,0.734069301589719,0.751640757736165,0.737100418805883,0.115402871404424,0.225642256845696,0.305110310892549,0.348647045940841,0.506793238884105,0.643896557960767,0.71501187016436,0.740936826043922
bm_all_dmr_194,0.101022313829771,0.0988097903285379,0.105364626539728,0.120322804774031,0.123236963706242,0.127709257774371,0.158201397186363,0.149732408838884,0.155663012296394,0.165893269897645,0.1553833130977,0.15251799983396,0.386132873781287,0.389319571672442,0.377798054670312,0.43860436222624,0.468890627742755,0.460177478446606,0.512091744291874,0.495389282214952,0.487684645383754,0.48728276070164,0.50772880248693,0.501633108813984,0.101732243566012,0.123756342084881,0.15453227277388,0.157931527609768,0.38441683337468,0.4558908228052,0.49838855729686,0.498881557334185
bm_all_dmr_195,0.171497689470694,0.149739813057261,0.159416581864525,0.174358989982752,0.213824750337074,0.198542089945071,0.174724159362543,0.177808697557177,0.200338594776542,0.218215255890772,0.188160591094284,0.170636355440208,0.468369873374077,0.436899798466904,0.450109851745886,0.534519103358496,0.574959431716626,0.572961020417831,0.552577083620325,0.558694239270531,0.565740228124086,0.567548732508627,0.649290307749856,0.600615267455422,0.160218028130827,0.195575276754966,0.184290483898754,0.192337400808421,0.451793174528956,0.560813185164318,0.559003850338314,0.605818102571302
bm_all_dmr_196,0.247075865419522,0.241628148450716,0.236784448396449,0.305775093737537,0.326244337876609,0.326131536059403,0.299607289793931,0.305216338497897,0.289960995771706,0.337143735770387,0.308910525908978,0.30277319762564,0.575545948993959,0.578045201558513,0.567049848082041,0.617631630508717,0.63985103597618,0.650128683594141,0.64383724568012,0.615662996091132,0.634606045148412,0.647616753904889,0.664076569621642,0.649616039267801,0.241829487422229,0.319383655891183,0.298261541354511,0.316275819768335,0.573546999544838,0.635870450026346,0.631368762306555,0.653769787598111
bm_all_dmr_197,0.179638875638202,0.185822669535637,0.177604362204041,0.220255645522863,0.223913024355604,0.22141718325585,0.252818770977674,0.259145067990372,0.261459057818757,0.258013077541417,0.270695794637394,0.250535861131492,0.550943423722296,0.53181511897437,0.544146103946225,0.631268533077873,0.628631042883222,0.635937117246244,0.665201237019521,0.674146503877534,0.66805145521852,0.684890657483138,0.698354080154087,0.689932426059322,0.18102196912596,0.221861951044772,0.257807632262268,0.259748244436768,0.542301548880964,0.631945564402446,0.669133065371858,0.691059054565516
bm_all_dmr_198,0.181187641104836,0.187408280591086,0.184326036448235,0.192843952487572,0.182380668770694,0.169143132572806,0.225406892031902,0.205301423432996,0.205376068969137,0.205100678929124,0.167249157076695,0.203061932854551,0.4723443158062,0.460783123046626,0.450969849301011,0.539422888642424,0.557599623568081,0.56743888056058,0.591720788703773,0.608590135864252,0.578067085331534,0.57739201263952,0.599440682478969,0.578461304988776,0.184307319381386,0.181455917943691,0.212028128144678,0.191803922953457,0.461365762717946,0.554820464257028,0.59279266996652,0.585098000035755
bm_all_dmr_199,0.0890366044504562,0.0913458715628699,0.0787108932792805,0.102156940838875,0.127722632159207,0.103955079596964,0.12894204146723,0.129463689044922,0.131589700189545,0.139956921274259,0.136477867281014,0.132282449290934,0.281905549012564,0.251150863653603,0.258305784310774,0.383945052744762,0.372015395013525,0.396891620298122,0.444103495927708,0.447322485760605,0.449219990208311,0.458958557377882,0.502228479720644,0.488822250113571,0.0863644564308689,0.111278217531682,0.129998476900566,0.136239079282069,0.263787398992314,0.38428402268547,0.446881990632208,0.483336429070699
bm_all_dmr_2,0.0580023935153385,0.0750653937366684,0.0692071042227727,0.0804835169166611,0.0893421783462061,0.0732975682662212,0.101004741786523,0.10611743345034,0.111007871843458,0.107350681414234,0.124991280103846,0.102196107098077,0.222331099063908,0.225496957985294,0.225315176245749,0.348760273684212,0.35297193261922,0.378044222024481,0.422242725751133,0.429931462769279,0.398637555426639,0.516343572279279,0.5329474505875,0.491386900561475,0.0674249638249265,0.0810410878430295,0.106043349026774,0.111512689538719,0.224381077764984,0.359925476109304,0.41693724798235,0.513559307809418
bm_all_dmr_20,0.317680755487761,0.315080047811141,0.311437786611656,0.352035541370276,0.346527015571486,0.351489317604055,0.391113305690925,0.405884668504967,0.376087900897274,0.361790169252933,0.392873330885796,0.346211042894343,0.547316075421876,0.543105540859334,0.538023057651944,0.578430283430809,0.589426509645806,0.606219247896276,0.626753952937258,0.617125158019124,0.609634277332584,0.614880252768733,0.65068940273817,0.616375796306869,0.314732863303519,0.350017291515272,0.391028625031055,0.366958181011024,0.542814891311051,0.591358680324297,0.617837796096322,0.627315150604591
bm_all_dmr_200,0.269195733923597,0.257053450553814,0.254826680906461,0.263889495388959,0.266437061625913,0.239235451294968,0.282022939561657,0.266619950695591,0.256259942313134,0.289199788784169,0.295876191258013,0.275177314826643,0.425705274880435,0.430705448910468,0.414074177642123,0.577391128363627,0.630609604386775,0.604909543597517,0.70625300031469,0.665576168928984,0.613264646085409,0.752739862999596,0.75288317649345,0.71365456762112,0.260358621794624,0.256520669436613,0.268300944190127,0.286751098289608,0.423494967144342,0.604303425449306,0.661697938443028,0.739759202371389
bm_all_dmr_201,0.550198628342877,0.534924473884711,0.550242690673747,0.559885686737283,0.572246829402678,0.555723596287554,0.586968792972289,0.590130321182595,0.572183105632714,0.597747080263785,0.580856995938304,0.607836531470437,0.713445633381612,0.693388082942214,0.697883614852523,0.80222878346827,0.821651602806822,0.817980259210117,0.867016002407633,0.841716358815036,0.837293549498564,0.848589627358111,0.907523813165005,0.867789805080907,0.545121930967112,0.562618704142505,0.583094073262533,0.595480202557509,0.70157244372545,0.81395354849507,0.848675303573744,0.874634415201341
bm_all_dmr_202,0.585182012932143,0.575633371894031,0.578294309777461,0.580290828309065,0.59749300914579,0.59467190180848,0.623585563191498,0.611824562063735,0.61063366561945,0.622728721101055,0.607927915374798,0.613197464761899,0.756911811792858,0.728411851935211,0.748728448177168,0.829751907150011,0.856144891463829,0.855705708564952,0.848291037151473,0.844649269478282,0.831492992808773,0.849951399243155,0.87119591478214,0.872630238346052,0.579703231534545,0.590818579754445,0.615347930291561,0.614618033745917,0.744684037301746,0.847200835726264,0.841477766479509,0.864592517457116
bm_all_dmr_203,0.560057942845328,0.565016529370984,0.564911811390927,0.542439854367359,0.557911758962765,0.542541965761427,0.581017612655152,0.589439469727344,0.570944658065046,0.587342953114749,0.575199327617202,0.564070563040522,0.757533462313823,0.739551683346495,0.74902433614024,0.815364452186013,0.826668060747998,0.804735441231512,0.832422921852693,0.830301537001559,0.808869528675993,0.831218151864788,0.857567618176869,0.825078332270746,0.563328761202413,0.547631193030517,0.580467246815847,0.575537614590824,0.748703160600186,0.815589318055174,0.823864662510082,0.837954700770801
bm_all_dmr_204,0.423601201478187,0.422078704535888,0.42200031580947,0.423369183729321,0.424744712397011,0.426065500193248,0.460255379892923,0.475309416987741,0.477165471989006,0.432483889952926,0.466898756174134,0.460675157180248,0.559102584657505,0.550948638420734,0.560160958824029,0.652542650838025,0.663447636717329,0.669764635959413,0.684698197049596,0.678480728915636,0.69105841993754,0.695312681536451,0.733597798837285,0.711145960460237,0.422560073941182,0.42472646543986,0.470910089623223,0.453352601102436,0.556737393967423,0.661918307838256,0.684745781967591,0.713352146944658
bm_all_dmr_205,0.222286567028414,0.230957186401404,0.222828475699798,0.233178388897359,0.224645602062626,0.221234423716167,0.279115755093387,0.264157177676568,0.251985258627326,0.269936706307836,0.263190676624835,0.241449855961043,0.574666852084636,0.571909890911046,0.567822235686449,0.610271113038789,0.618693810833927,0.622409854841012,0.661971235627423,0.649183764688376,0.651752113462015,0.648522563467185,0.680264972114236,0.664185391338708,0.225357409709872,0.226352804892051,0.265086063799094,0.258192412964571,0.571466326227377,0.617124926237909,0.654302371259271,0.664324308973376
bm_all_dmr_206,0.0300138004359612,0.0263141064815135,0.0208898748104763,0.0208301853321324,0.0446064806338254,0.032700668215879,0.0288261411719014,0.0379733330149747,0.0342389595097679,0.0710728861732244,0.0591621259650551,0.0635734815336943,0.385748704003164,0.371264251435621,0.370388199586285,0.503665049747107,0.520668662353049,0.517415081889412,0.539873819890629,0.510909902924742,0.518418725589356,0.593746823416305,0.633919262311133,0.605518479514698,0.0257392605759837,0.0327124447272789,0.0336794778988813,0.0646028312239913,0.375800385008357,0.513916264663189,0.523067482801576,0.611061521747379
bm_all_dmr_207,0.244853450808669,0.237187594277068,0.232337126551053,0.248413247978728,0.258096253336248,0.236396717930577,0.27830128161326,0.267212464802308,0.272628872982925,0.285212871973996,0.272017449918447,0.270810704215345,0.459754763191253,0.446267358361624,0.447319361390261,0.528558437099627,0.551184552015376,0.539082487474626,0.573099647257269,0.583653720621547,0.571825990818332,0.604001071575313,0.657443870884849,0.60968379460857,0.238126057212263,0.247635406415184,0.272714206466164,0.276013675369263,0.451113827647713,0.539608492196543,0.576193119565716,0.623709579022911
bm_all_dmr_208,0.422604875515187,0.436594984478716,0.425336317137443,0.470994628493967,0.455939020981576,0.420638573025318,0.502719116407089,0.495961311189193,0.467782797692017,0.486545627723474,0.485884331729305,0.467847449900087,0.669040149913343,0.666797127451656,0.667483032039511,0.725025874319193,0.738670556319037,0.727558695996646,0.748898212810825,0.75850485547132,0.758458025225323,0.752826126807104,0.768337565582467,0.734730558165489,0.428178725710449,0.44919074083362,0.4888210750961,0.480092469784289,0.66777343646817,0.730418375544959,0.755287031169156,0.75196475018502
bm_all_dmr_209,0.148581320537024,0.180027003176183,0.157859805433734,0.191674284543239,0.200840682115993,0.153178716500964,0.206938269905669,0.234507720638985,0.237204748599801,0.220382791556382,0.21187266227415,0.205431773626728,0.508358272106616,0.499916800765348,0.492280060592454,0.583239567729233,0.59601641698033,0.597684225947808,0.588792199025502,0.610325116445075,0.616057487148044,0.619700572030657,0.649094018379017,0.628169777407958,0.16215604304898,0.181897894386732,0.226216913048152,0.21256240915242,0.500185044488139,0.592313403552457,0.60505826753954,0.632321455939211
bm_all_dmr_21,0.0611412350857823,0.06516371661229,0.0645249695693337,0.0942937106510213,0.0888963246235625,0.0876126254150112,0.103679080204583,0.107293286151142,0.0886403054601272,0.110218293265318,0.119442703647194,0.118783782908187,0.215212664692994,0.213613213154763,0.208805323753739,0.42204000462009,0.431022314840814,0.440065452960252,0.537617324642039,0.536487336720413,0.557565714659276,0.628981926364653,0.65012309010025,0.626371408872443,0.063609973755802,0.0902675535631983,0.0998708906052841,0.116148259940233,0.212543733867165,0.431042590807052,0.543890125340576,0.635158808445782
bm_all_dmr_210,0.0376711097798084,0.0415777127796588,0.035695119972168,0.0401227195720031,0.0390263064436945,0.040922476270253,0.0459489555127979,0.0557977277344857,0.0489347944012163,0.0470702404188574,0.0476848889248484,0.047793237494161,0.272029168779382,0.231765332004686,0.206957954105297,0.419848512425892,0.445421987828642,0.428268856846322,0.430091936168334,0.394943048795259,0.400430785263373,0.496565835925672,0.531702273680089,0.492691548860144,0.0383146475105451,0.0400238340953169,0.0502271592161666,0.0475161222792889,0.236917484963122,0.431179785700285,0.408488590075655,0.506986552821968
bm_all_dmr_211,0.181603112422948,0.193777783066082,0.174492109035677,0.205829481264991,0.229453606496167,0.232691779023078,0.291797801919639,0.285577893356613,0.248787981512887,0.265382364559382,0.259969652209387,0.266915871618116,0.575244233748726,0.568437385273461,0.556724832386579,0.646265555003069,0.669492596478392,0.6736171586319,0.665568497141688,0.682914582620504,0.694939249619211,0.700767089407878,0.724491634288386,0.699124309616485,0.183291001508236,0.222658288928079,0.275387892263046,0.264089296128962,0.566802150469589,0.66312510337112,0.681140776460468,0.708127677770916
bm_all_dmr_212,0.0318054928534168,0.0337157755818478,0.0314807018894882,0.0530080270358968,0.053513564879293,0.0509561580471335,0.0410565713026926,0.0457260018319368,0.041088008552127,0.0478381982002906,0.0557358435957013,0.0487460636501931,0.228866875354589,0.224368797538399,0.212942005340894,0.319196009967563,0.322283575038798,0.316851910339807,0.2968690870688,0.25280503454158,0.286674127774853,0.36207392538489,0.379214936275663,0.366184928910598,0.0323339901082509,0.0524925833207744,0.0426235272289188,0.0507733684820617,0.222059226077961,0.319443831782056,0.278782749795078,0.369157930190384
bm_all_dmr_213,0.0751052799740277,0.069618385013054,0.0691249305031145,0.109102808933565,0.117083167884979,0.129392258280367,0.119406391997764,0.170848687799522,0.166305499023197,0.184575791264274,0.18520928565535,0.200070070261852,0.35530963826127,0.373854037275512,0.360319770882573,0.560191406106508,0.569108047822543,0.573154550709395,0.55056061177725,0.630615695702231,0.565985747869093,0.656059990110493,0.692895665305814,0.626311199485391,0.0712828651633987,0.118526078366304,0.152186859606828,0.189951715727159,0.363161148806452,0.567484668212815,0.582387351782858,0.658422284967233
bm_all_dmr_214,0.0788040928420623,0.0802000830625923,0.0908288794418836,0.111461044792748,0.117806403217737,0.111970001869392,0.123928213276676,0.123990105540076,0.141796755940858,0.156108365413854,0.16555734726782,0.156556894107849,0.307640667611173,0.310339349684245,0.287652091010201,0.420736712307884,0.440245748853939,0.442088838950132,0.508057436021644,0.500050407554221,0.487878112306697,0.530056026784751,0.539858387588765,0.548075174970184,0.0832776851155127,0.113745816626626,0.129905024919203,0.159407535596508,0.301877369435206,0.434357100037318,0.498661985294187,0.539329863114567
bm_all_dmr_215,0.184065852011998,0.176805584020713,0.177894504088449,0.187822497746059,0.192662234116728,0.212935524313165,0.204035964247159,0.202318872124869,0.238232752243591,0.204772067732479,0.223700179299976,0.19951786251412,0.482331747285782,0.446472915233679,0.457653757537023,0.519771363732741,0.550594936444694,0.555319623778084,0.557197529551996,0.559601708142865,0.55992593054837,0.562457648985859,0.603947241726621,0.57472416283768,0.179588646707053,0.197806752058651,0.21486252953854,0.209330036515525,0.462152806685495,0.541895307985173,0.55890838941441,0.580376351183387
bm_all_dmr_216,0.251427909337303,0.260356014180875,0.245239026112147,0.315935373175934,0.315085870623583,0.332425997963101,0.333420814084259,0.372374469110983,0.355656681973547,0.34881708186748,0.35834518339814,0.334394662192545,0.574369965040306,0.56669741015312,0.572912471056111,0.623433215487646,0.652498218442016,0.65371967523989,0.675781493981128,0.670498790096432,0.687424553954448,0.684177681353218,0.715508548055391,0.692046202774657,0.252340983210108,0.321149080587539,0.35381732172293,0.347185642486055,0.571326615416512,0.643217036389851,0.677901612677336,0.697244144061089
bm_all_dmr_217,0.185238896697964,0.173948098545009,0.182652165806212,0.252737642597351,0.189537108881948,0.199295909551888,0.247060800195051,0.233879616250817,0.232468508334542,0.23724894500092,0.23123542477921,0.222985050093913,0.418882873245792,0.433804236333552,0.435029000076518,0.485269028728973,0.510799797691464,0.516823437635379,0.556460567258867,0.563722106836467,0.556392863747048,0.53300803062074,0.578670937401601,0.555534476273044,0.180613053683062,0.213856887010396,0.237802974926803,0.230489806624681,0.429238703218621,0.504297421351939,0.558858512614127,0.555737814765128
bm_all_dmr_218,0.119273101773759,0.116339405680116,0.0918566150779014,0.182711702175609,0.148267762908462,0.153377907702305,0.147392282031614,0.171631173732718,0.163216517269338,0.178330069122937,0.178599939525332,0.153101577621056,0.552824862756226,0.509933885296352,0.534341500947192,0.659055334241724,0.675903389100582,0.703464096280878,0.722885683300956,0.717455363429291,0.697479291723471,0.748037816019172,0.779782457578848,0.725515051523918,0.109156374177259,0.161452457595459,0.16074665767789,0.170010528756442,0.53236674966659,0.679474273207728,0.712606779484573,0.751111775040646
bm_all_dmr_219,0.0931206735852512,0.0970159195660842,0.0934105704144072,0.139063402732644,0.150934757583346,0.145716873531243,0.134678643576391,0.160000590191072,0.15511928903787,0.173093600052213,0.159323944507775,0.166114846419257,0.384858459116056,0.376584223738965,0.397367095592477,0.475400729749256,0.48437369058652,0.496333484966007,0.472782190974298,0.464270761168448,0.473748132713513,0.50206050860937,0.511971157023186,0.492263428256776,0.0945157211885809,0.145238344615744,0.149932840935111,0.166177463659748,0.386269926149166,0.485369301767261,0.47026702828542,0.502098364629777
bm_all_dmr_22,0.0813846300299826,0.0758638874696444,0.0746088693368093,0.0853204683562366,0.0965170476109572,0.0874051281525266,0.100594863757195,0.103529101868817,0.0932097744430035,0.102751547931258,0.111162525058382,0.100011076475269,0.19907054015812,0.200203058610098,0.200812604688796,0.385362179528398,0.394985551639436,0.388658530408049,0.511672992546793,0.51897646343022,0.516823868296062,0.629948808336569,0.69096937023301,0.677995218189815,0.0772857956121454,0.0897475480399068,0.0991112466896718,0.104641716488303,0.200028734485671,0.389668753858628,0.515824441424358,0.666304465586465
bm_all_dmr_220,0.103848283520627,0.105871518201528,0.10097304348798,0.127880671562901,0.154754113004651,0.148650173869081,0.143977654269563,0.143970257794584,0.143610443806728,0.162114767633486,0.181018830537188,0.172623735628928,0.439313793674806,0.429127175778326,0.448300050230648,0.559197539560675,0.575290329395489,0.577153402501654,0.566221336434857,0.561828167014607,0.582873596166714,0.595070178396154,0.625302066363832,0.599894020327129,0.103564281736712,0.143761652812211,0.143852785290292,0.171919111266534,0.438913673227927,0.570547090485939,0.570307699872059,0.606755421695705
bm_all_dmr_221,0.180739953467959,0.193954082202147,0.170748195477802,0.219531808093522,0.240142353759983,0.221986750903712,0.217968005947895,0.245570566729405,0.242808023213451,0.24421029308555,0.245003358597008,0.231430657980419,0.568465706192882,0.561599563680927,0.568879645562848,0.630006384537155,0.629139095989804,0.63832530900676,0.678240630962516,0.686366969142022,0.657293247279315,0.671494967300772,0.699555858525022,0.681052475911257,0.181814077049303,0.227220304252406,0.235448865296917,0.240214769887659,0.566314971812219,0.632490263177906,0.673966949127951,0.68403443391235
bm_all_dmr_222,0.12046361790012,0.132741150572434,0.131442123792969,0.135929493843963,0.14717634018457,0.13879329433405,0.168877005704259,0.1613570116574,0.164750719290197,0.166077113060839,0.165599825841029,0.145042568168694,0.356194688216699,0.360987266531008,0.340806382656046,0.404654734092087,0.421977697620712,0.439904496174365,0.436015469713691,0.447161174997192,0.444210673474757,0.460379235184237,0.442396848126335,0.445503045365224,0.128215630755174,0.140633042787528,0.164994912217285,0.158906502356854,0.352662779134584,0.422178975962388,0.442462439395213,0.449426376225265
bm_all_dmr_223,0.189087252603013,0.184346782684686,0.178163144505553,0.227007803825631,0.231597598377937,0.23098038388959,0.246294464082743,0.232582831217032,0.248966269515707,0.25609400296907,0.265892799189,0.241613920269709,0.424520719918083,0.416523686814429,0.412493660116286,0.510304487537936,0.506231070334469,0.515750683412462,0.532130521737029,0.493949884710837,0.535707248141435,0.530458702746353,0.552487676254167,0.530930250244327,0.183865726597751,0.229861928697719,0.242614521605161,0.254533574142593,0.417846022282933,0.510762080428289,0.5205958848631,0.537958876414949
bm_all_dmr_224,0.154014150825439,0.154444209335875,0.148735721536391,0.190507957287348,0.185313634433058,0.18653712523177,0.185384848375776,0.208455191551597,0.210421926958932,0.204505798643089,0.186250560095961,0.202443676769336,0.498069121217526,0.479000412933385,0.466313193442119,0.567834727789218,0.574333182216523,0.578262407958464,0.598091611011056,0.594056358916971,0.598746353722425,0.595799066636394,0.630233286496889,0.616406213658418,0.152398027232568,0.187452905650725,0.201420655628768,0.197733345169462,0.481127575864343,0.573476772654735,0.596964774550151,0.614146188930567
bm_all_dmr_225,0.234410750959037,0.235231558425159,0.207097921932103,0.246834512239967,0.268799006364258,0.263400239479785,0.241382935198354,0.257200990934923,0.279497659816566,0.240596639130291,0.23220355284106,0.235891084331339,0.554120873268576,0.550616460326179,0.529109130289436,0.632150695478703,0.610875044548722,0.614970853896126,0.658527957919173,0.654193696943098,0.657060026496146,0.651269866750881,0.65817743252431,0.698746118081856,0.225580077105433,0.259677919361337,0.259360528649948,0.23623042543423,0.544615487961397,0.619332197974517,0.656593893786139,0.669397805785682
bm_all_dmr_226,0.0474408924918451,0.0502558212991152,0.0453614420678259,0.081622319784434,0.0837861328585525,0.076408001562186,0.0622079531169996,0.0769158389304238,0.0723690371971976,0.0960982843040666,0.0992528879434063,0.114321052380568,0.35325026469484,0.338336708539466,0.336497734182257,0.576341588914277,0.575597405594378,0.555880865899932,0.584261119947777,0.567708380208279,0.611146114200612,0.650323937350264,0.698518834597733,0.679556840269279,0.0476860519529287,0.0806054847350575,0.070497609748207,0.103224074876014,0.342694902472188,0.569273286802862,0.587705204785556,0.676133204072425
bm_all_dmr_227,0.116512328520413,0.115641024864685,0.124845435878339,0.177640838987154,0.176790003862374,0.168169502284625,0.208210252237153,0.214644091314541,0.227901875230798,0.200285927657728,0.239897083217248,0.226215763213599,0.483276978145985,0.468879443810972,0.453612282139856,0.599369008352391,0.604597102800794,0.603568227684009,0.663913874233224,0.666419909693839,0.652683642871197,0.68219312016565,0.681427602304693,0.67461762145186,0.118999596421146,0.174200115044718,0.216918739594164,0.222132924696192,0.468589568032271,0.602511446279065,0.661005808932753,0.679412781307401
bm_all_dmr_228,0.0243789764183324,0.023983163991582,0.0211309187457233,0.0252533177377251,0.0212078153042447,0.0268300521519948,0.0354443797498065,0.0327262501166104,0.0294573386375048,0.0354661192272039,0.032750422926315,0.0304508219906389,0.23099196661174,0.222511232411086,0.227659566864298,0.454588683722717,0.477004231577975,0.488183009864009,0.525799627283982,0.488192145143861,0.517798381424564,0.621351450689333,0.667630198884257,0.623425195313757,0.0231643530518792,0.0244303950646549,0.0325426561679739,0.0328891213813859,0.227054255295708,0.473258641721567,0.510596717950802,0.637468948295782
bm_all_dmr_229,0.264934927883258,0.266956844752848,0.269899872215542,0.272925678014411,0.283647872258851,0.251297543842597,0.329551888191751,0.33045761186481,0.306438625112432,0.290340344894794,0.32078388783131,0.305844193940816,0.528679891919315,0.536910706037804,0.524208598095994,0.590895548887709,0.607174015542908,0.598683004943324,0.639368361028226,0.650896531455351,0.629061824122455,0.63692601726249,0.643876455169257,0.644374073192241,0.267263881617216,0.269290364705286,0.322149375056331,0.305656142222307,0.529933065351038,0.598917523124647,0.639775572202011,0.641725515207996
bm_all_dmr_23,0.0965695677951119,0.0866957089135817,0.0885536366748235,0.115854561647983,0.134432178841688,0.126011524720992,0.141250320554002,0.136213918052683,0.121137945824142,0.144548532671398,0.144648235651063,0.124736142521509,0.329246462980196,0.348911521726241,0.336953566276952,0.448306878668317,0.43756859835759,0.451143642081042,0.451297248718634,0.430263995561482,0.446072992833045,0.439687608974265,0.476994614335237,0.465847926651521,0.0906063044611724,0.125432755070221,0.132867394810276,0.13797763694799,0.338370516994463,0.445673039702316,0.442544745704387,0.460843383320341
bm_all_dmr_230,0.192553709951274,0.184676715836966,0.186558132274248,0.184896399748859,0.203991094869019,0.206010239361379,0.222378725169056,0.220161904260961,0.206732178110253,0.182058252041548,0.192109218743643,0.192097473040144,0.496623999227003,0.500970772564743,0.509825716974038,0.588145113907949,0.602410962875253,0.628320893882063,0.605490220912824,0.616955317467048,0.62057457645621,0.634225702298899,0.64456655729808,0.647484171267646,0.187929519354163,0.198299244659752,0.21642426918009,0.188754981275112,0.502473496255261,0.606292323555088,0.614340038278694,0.642092143621542
bm_all_dmr_231,0.336222423019877,0.367275679991328,0.364583119969882,0.394937709912814,0.412384023406178,0.404006407030865,0.495447732813171,0.488582878727874,0.50929623580881,0.571629314191459,0.575235304059444,0.607819461555745,0.7074007367273,0.694944870024984,0.714265677385011,0.825486842546644,0.816920467106717,0.837338281466778,0.866053711293825,0.856110933674175,0.861180859855367,0.886250628660616,0.885228296652886,0.8722494428642,0.356027074327029,0.403776046783286,0.497775615783285,0.584894693268883,0.705537094712432,0.826581863706713,0.861115168274456,0.881242789392567
